DATASET,FREQ,DZ,DZ_err_low,DZ_err_high,PHI_0,PHI_0_err_low,PHI_0_err_high,DXY,DXY_err_low,DXY_err_high,METHOD,SMOOTH,WEIGHT,BOOTSTRAP,R2,Chi2,cramer,KS,KS_res,Wavelength_cm,DZ_lambda,DZ_err_low_lambda,DZ_err_high_lambda,DZ_phys,DZ_err_low_phys,DZ_err_high_phys
Horizontal_Copolar,0.9,24.211665383222737,0.4248015865184772,0.4248015865184772,-1387.2735142088857,24.274669588988218,24.274669588988218,0.030882893161047135,0.003972299192839965,0.06760927232769509,OLS,Raw,s_AMP,1,0.9601041213691135,0.0014701969760808856,0.7020842127861011,0.43340126868876455,7.67826046698865e-25,33.31,3.2014743872140894,0.05617091502632483,0.05617091502632483,106.64198619632839,1.871068520427895,1.871068520427895
Horizontal_Copolar,0.925,24.679354873396708,0.44254599988043763,0.44254599988043763,-1414.7172027121564,25.28542458588103,25.28542458588103,0.01705971274132624,0.0035987474173910143,0.07043338342651698,OLS,Raw,s_AMP,1,0.9673366162949454,0.0010895639288640456,0.6899226619974976,0.4101392522054656,5.395116933484327e-24,32.41,3.323008198949687,0.05958761862127556,0.05958761862127556,107.69868063970591,1.9312344489555429,1.9312344489555429
Horizontal_Copolar,0.95,21.988542724372937,0.39633502017746636,0.39633502017746636,-1259.4422885002116,22.64059284169584,22.64059284169584,0.0016719786791208856,0.0031236642126949636,0.06307867758166985,OLS,Raw,s_AMP,1,0.9882975514369307,0.0003191502433050414,0.9999999984215912,0.9999992565498265,4.3468171933742986e-23,31.56,3.94723315932746,0.0711473585792997,0.0711473585792997,124.5632348561984,2.245204369336384,2.245204369336384
Horizontal_Copolar,0.975,23.44116656089568,0.32526602161861934,0.32526602161861934,-1342.608488408706,18.591175717058558,18.591175717058558,0.001653473880259334,0.0026960431679178046,0.05176769516043856,OLS,Raw,s_AMP,1,0.9916574458464338,0.00022108608940867662,0.9621220912209008,0.8106273549443583,3.986054951269982e-22,30.75,3.9120098012206665,0.05428244627973294,0.05428244627973294,120.28625990031128,1.6690736406619584,1.6690736406619584
Horizontal_Copolar,1.0,26.48467019045306,0.6569779317111166,0.6569779317111166,-1518.2510799072236,37.547790565314884,37.547790565314884,0.06121841934539212,0.004533469782676338,0.10456128533411387,OLS,Raw,s_AMP,1,0.9534879619448555,0.0012319804160064484,0.7903811697143028,0.43651137785735566,9.006963859773529e-21,29.98,3.623590060187399,0.08988666598419719,0.08988666598419719,108.63249709279484,2.6947344536827464,2.6947344536827464
Horizontal_Copolar,1.025,25.477741164687323,0.472340085678959,0.472340085678959,-1459.4755067739516,26.988352906042408,26.988352906042408,0.0025281025986498284,0.003027235323140223,0.0751752594562557,OLS,Raw,s_AMP,1,0.9559886333557184,0.0008932198192546482,0.9596461999843406,0.9909672163282535,2.5479763717344777e-21,29.25,3.9798166979096363,0.0737831092609838,0.0737831092609838,116.40185661031936,2.158011676510527,2.158011676510527
Horizontal_Copolar,1.05,27.000752128608518,0.43108860467056326,0.43108860467056326,-1547.1267332027865,24.64234086017073,24.64234086017073,0.005555901001548334,0.0028778529258126186,0.06860988234390807,OLS,Raw,s_AMP,1,0.9774548160324691,0.0005040815269252711,0.903264579518775,0.7680228510033488,1.4880011695857524e-20,28.55,3.933390880547342,0.06279973158682733,0.06279973158682733,112.30484955753066,1.7930367518243053,1.7930367518243053
Horizontal_Copolar,1.075,25.167928641885656,0.3543614043243736,0.3543614043243736,-1443.0947359605505,20.25526202544103,20.25526202544103,0.01930089021112425,0.0022566752351283097,0.05639836913920979,OLS,Raw,s_AMP,1,0.9873080453503783,0.00021331075907018507,0.8846936337591088,0.49243785106712834,5.1911944765051526e-20,27.89,4.421062704203122,0.06224803045015915,0.06224803045015915,123.29314000606333,1.7359525631918193,1.7359525631918193
Horizontal_Copolar,1.1,23.07218724299399,0.29041422557613766,0.29041422557613766,-1321.6521723138194,16.60836301817175,16.60836301817175,0.016055300203620115,0.001837258012139556,0.046220859544647046,OLS,Raw,s_AMP,1,0.9929344238271347,0.00011173471319940039,0.927642641187289,0.7436107023680757,4.5606051359840256e-20,27.25,4.950579213207968,0.06231392859355755,0.06231392859355755,134.9223918955748,1.6982950746090093,1.6982950746090093
Horizontal_Copolar,1.125,25.351596470138613,0.30886650176256897,0.30886650176256897,-1452.6140979402437,17.661612982689,17.661612982689,0.044653836414370915,0.0020274634716469365,0.049157630511014454,OLS,Raw,s_AMP,1,0.9784202513000995,0.00035637196755212107,0.9714157049569976,0.9867549171049715,6.865708640816645e-20,26.65,4.783768873307539,0.05828216613022978,0.05828216613022978,127.47891813624514,1.553115897044083,1.553115897044083
