DATASET,WEIGHT,SMOOTH,FREQ,METHOD,DZ,DZ_err_low,DZ_err_high,PHI_0,PHI_0_err_low,PHI_0_err_high,DXY,DXY_err_low,DXY_err_high,R2,Chi2,cramer,KS,KS_res,Wavelength_cm,DZ_phys,DZ_err_low_phys,DZ_err_high_phys,DXY_phys,DXY_err_low_phys,DXY_err_high_phys
Horizontal_Copolar,Uniform,True,1.05,ODR,-3.885840742545833,-3.881705112552546,-3.8901103582265364,-1429.0805505548306,57.35895088365402,57.235438412791574,0.021410558903786056,0.021603641243386998,-0.08328943696703753,0.9909280601348375,0.0002028369919709367,0.6360718971231223,0.31234052478072455,1.6294698423182546e-20,28.55,-110.94721405755813,-110.82913494507565,-111.06911868418989,0.6113070553256958,0.6168198771528728,-2.3780519079794518
Horizontal_Copolar,Uniform,True,1.075,ODR,-3.675580123825148,-3.6726960019645833,-3.678439218256279,-1354.879794427754,57.34017569073307,57.251303275435184,0.01806769375528304,0.018188520544766378,-0.06646091329287719,0.9942872881677595,9.601223223097333e-05,0.8596334697573058,0.38121493267456624,6.02806744732429e-20,27.89,-102.50336743232423,-102.42293599216141,-102.58310091578123,0.5038658903523305,0.5072354680464196,-1.8534400518136305
Horizontal_Copolar,Uniform,True,1.1,ODR,-3.5779218285965415,-3.575480556954512,-3.580440129189749,-1318.8839880126293,57.33616017956331,57.2555024377227,0.005198172891585857,0.005078197044285599,-0.018611746819500317,0.9954266581840056,7.23226278608991e-05,0.9654191975747565,0.9429696194116872,4.1978367906014354e-20,27.25,-97.5121799569829,-97.44564588187293,-97.58081336833023,0.14167027529795378,0.13840047037406497,-0.507241938790153
Horizontal_Copolar,Uniform,True,1.125,ODR,-3.56732577088753,-3.564457290654471,-3.5703269072930706,-1316.4674603369801,57.34316203033793,57.248403936809495,0.03661839002546033,0.03648318728712562,-0.1307396232096532,0.9933798884480591,0.00010932574850561514,0.7198358467204231,0.49243785106712834,5.254555069239701e-20,26.65,-95.0628765636549,-94.98643667567327,-95.1428515023047,0.9758148581098165,0.9722119459983771,-3.483978044445848
Horizontal_Copolar,Uniform,True,1.15,ODR,-3.7807107429758684,-3.777340553736526,-3.784273067395551,-1393.8183371565137,57.34759492700561,57.24324056823204,0.007309947526342992,0.007468974034347539,-0.02766283754801452,0.9943404476135194,7.541786902091454e-05,0.9051882462410844,0.702688650071809,8.620614631946264e-19,26.07,-98.55900579336885,-98.4711486354569,-98.651871705888,0.19056235971942484,0.1947080073474109,-0.7211400055455622
Horizontal_Copolar,Uniform,True,1.175,ODR,-3.73380827448232,-3.7309345615111846,-3.7366342751223653,-1377.5895862756283,57.33993974308076,57.254081598184854,0.005084005988808547,0.005203760753356257,-0.01899707103270939,0.9966108359330561,3.982433461782801e-05,0.9989242904514122,0.9780177907450375,2.7196190203452097e-18,25.51,-95.26532428151434,-95.19200364532684,-95.33742757327508,0.12971460866992637,0.1327700618802216,-0.48469605274013167
Horizontal_Copolar,Uniform,True,1.2,ODR,-3.7197920674829037,-3.7171264808300735,-3.7226492925588137,-1373.2480861873964,57.33938073759939,57.254135379402925,0.00826132015720409,0.008378233106290317,-0.030753997638817678,0.9960979353889093,4.1266275720086086e-05,0.9985504587573024,0.9750686445483481,5.9626546075024495e-18,24.98,-92.93046726330013,-92.8638736987448,-93.00184847401398,0.20639012302109674,0.20931092471931245,-0.7683180454556123
Horizontal_Copolar,Uniform,True,1.225,ODR,-3.929138860721349,-3.924513051114886,-3.933897662674024,-1449.8913228507938,57.36653543846783,57.22831707109935,0.013005315157946772,0.01320198075579354,-0.05116157890218586,0.9923369395405237,9.065015338322171e-05,0.8772005502734104,0.41397027807156755,9.835966404693717e-18,24.47,-96.1572405615488,-96.0440337997397,-96.27370202559189,0.318277175368614,0.32309014377535045,-1.2520698362650808
Horizontal_Copolar,Uniform,True,1.25,ODR,-4.198898937997342,-4.19619460778262,-4.201662942465805,-1547.0330605945928,57.33340554769107,57.259740143016394,0.018771637437417915,0.018658211873223973,-0.07887209339020261,0.997022284185039,3.649561383014969e-05,0.99447087082132,0.9025824944167903,1.448400862108521e-17,23.98,-100.703858681265,-100.63899965707981,-100.77014889674689,0.450207626243867,0.4474872959486879,-1.8916206996043514
Horizontal_Copolar,Uniform,True,1.275,ODR,-4.069644833789934,-4.066758291686412,-4.072461000008573,-1501.1840579059212,57.33457449459136,57.255705460246524,0.012184823767863302,0.012073834955763836,-0.04962221958660081,0.9963621913380788,3.747485654385702e-05,0.9946523799049974,0.9679631089866633,4.5945311055660184e-17,23.51,-95.69010414971653,-95.62223249855298,-95.75632104327123,0.28650339354231846,0.2838936987352754,-1.1667738965712
Horizontal_Copolar,Uniform,True,1.3,ODR,-4.073008768307138,-4.067859532828052,-4.078328990930504,-1503.4572561933003,57.36733000743392,57.223117808709524,0.00518804831009048,0.004993941205455231,-0.02115856782939001,0.9907358709503374,9.574332902780927e-05,0.6648357819280066,0.2788029160571654,5.0678830776915375e-17,23.06,-93.9274853927961,-93.80873908809642,-94.05017482490118,0.11964136577729009,0.11516506993006974,-0.48793685056404273
Vertical_Copolar,Amplitude,False,0.9,ODR,-3.2181000156866735,-3.2050154260661396,-3.2309299411311265,-1186.3504022889715,57.523024545842645,57.067717273122106,0.0411517252055085,0.04038734048879763,-0.13295834109567786,0.9417812861529314,0.0018311262341916728,0.71517213789739,0.4101392522054656,4.491165539884177e-22,33.31,-107.19579042139404,-106.75993916758725,-107.62315874194395,1.370775205588883,1.3453133419132846,-4.428878654297297
Vertical_Copolar,Amplitude,False,0.925,ODR,-6.598891303023633,-6.569068533760754,-6.628310045729102,-2407.4605473713036,57.55247962298662,57.03806501620968,0.1307283985690975,0.13216728675728476,-0.8665083574976269,0.9110177282334998,0.006507292449546201,0.40478594153214276,0.16683938305189958,3.3155159651075525e-18,32.41,-213.87003716846246,-212.90348135206406,-214.82349848596974,4.236906804046856,4.283541163692675,-28.083531932081762
Vertical_Copolar,Amplitude,False,0.95,ODR,-3.6812547826678017,-3.673566249653116,-3.688671764692665,-1353.3923061521155,57.40876913749919,57.18173636762549,0.08225577054665631,0.08181642487270532,-0.3034145382984897,0.9827108623783819,0.0006477420126823646,0.6963885408327077,0.34159789668497503,1.3258977981877836e-23,31.56,-116.16972840213012,-115.92710059045783,-116.4037868518328,2.595753645985905,2.581889170248491,-9.574883182046248
Vertical_Copolar,Amplitude,False,0.975,ODR,-3.636559707967655,-3.6339777485073252,-3.63919409064478,-1336.5262318788593,57.3376854996898,57.25617388617545,0.02339438494889641,0.02357184515902665,-0.085136707460293,0.9944791846381058,0.00012128192421650744,0.8459508335343351,0.898654446175655,3.363477971514481e-22,30.75,-111.81673574516773,-111.73734579921198,-111.89773759727932,0.719329247920806,0.7247857845969231,-2.6177787482613515
Vertical_Copolar,Amplitude,False,1.0,ODR,-3.382108333508039,-3.371659882027749,-3.3924967255143557,-1247.531028776745,57.4708665146652,57.118989902917,0.008499268788502148,0.007919947677964272,-0.028833741534259903,0.9590779384071361,0.0006649621990679434,0.6704595715044048,0.2544894449956637,2.4534752699680207e-20,29.98,-101.39305705246588,-101.07982035730889,-101.70449320989,0.2548016681307741,0.23743405816083016,-0.8644138247892468
Vertical_Copolar,Amplitude,False,1.025,ODR,-3.5065400520863217,-3.501096784803788,-3.512318695494486,-1290.5978931611219,57.38887283245713,57.20322657032189,0.006063260137504964,0.005772033092968762,-0.021296101936605152,0.9894434545244386,0.0002387274141533211,0.6223142641852865,0.17829788623329493,2.6126637485251684e-21,29.25,-102.55944012589332,-102.40023520119266,-102.728454146502,0.17733850342595428,0.16882068181448273,-0.6228693410139922
Vertical_Copolar,Amplitude,False,1.05,ODR,-4.077391171299848,-4.073828698823172,-4.081081520563812,-1497.1553307621498,57.34617996827278,57.24452034738618,0.011267068306999322,0.011480607591379116,-0.045981824258625126,0.995441778383963,9.985973489356597e-05,0.9615007426459603,0.7560914167788522,1.935359332118228e-20,28.55,-116.41629728299813,-116.31458277058479,-116.52166289030501,0.3216935335437357,0.327790435157429,-1.3128575350302145
Vertical_Copolar,Amplitude,False,1.075,ODR,-4.7436800269946096,-4.736161584333339,-4.751236730973782,-1738.9472011311939,57.38723846958284,57.205269344109645,0.015300537699111147,0.015686306166054917,-0.07269647671966596,0.9838253072609009,0.0003580324060753365,0.3229047440166425,0.05224838094271614,3.787476052600412e-20,27.89,-132.29018560541584,-132.08051375371775,-132.5009244761409,0.42669635400355305,0.43745453790345673,-2.027335390114273
Vertical_Copolar,Amplitude,False,1.1,ODR,-3.5391069439180707,-3.5341592253378624,-3.5439726834329304,-1304.8103363223238,57.37490669536821,57.21751111371489,0.005005695793197656,0.004770214825123122,-0.01774004915266763,0.9942245953833411,8.587227348715796e-05,0.9642752855484665,0.8488414347439219,1.374466778409601e-19,27.25,-96.45432453109696,-96.31948010249215,-96.58693471374674,0.13642453144027136,0.13000676614651827,-0.48348481277445876
Vertical_Copolar,Amplitude,False,1.125,ODR,-3.714018242698182,-3.7102574270208866,-3.717727670340999,-1368.4401893563381,57.35579807505673,57.23674162662948,0.029226351240795412,0.02905082295660366,-0.1086556147110101,0.9963055049353494,5.424133331690024e-05,0.9693870111341149,0.8385708439169026,2.894034807903998e-19,26.65,-98.97196960314031,-98.8717505652753,-99.07081924143483,0.7788301934977251,0.7741526774296035,-2.895478560863527
Vertical_Copolar,Amplitude,False,1.15,ODR,-3.6074775506316374,-3.6011898133540474,-3.6140332933141637,-1330.7263375053285,57.39985897394713,57.19293354143945,0.01845052952448856,0.018796633928616305,-0.0666808279807776,0.9882683500874535,0.0001458318209249077,0.9912226297635052,0.9806242533581482,1.9261792021577893e-18,26.07,-94.0430053985807,-93.87909094521488,-94.21390646056419,0.480985182395478,0.49000774674661557,-1.7382964627680428
Vertical_Copolar,Amplitude,False,1.175,ODR,-4.501629716213839,-4.483281762272097,-4.519527623823085,-1653.275275307212,57.534435457879674,57.05533856653933,0.07138534351881996,0.07208658233774458,-0.32262803196940704,0.8987673945846333,0.0012721660131706494,0.2212560363192546,0.05129007858492739,7.99354184236873e-17,25.51,-114.85571384081611,-114.38757952494669,-115.31236556126144,1.8213436254196942,1.8392352091788795,-8.231612827558394
Vertical_Copolar,Amplitude,False,1.2,ODR,-3.725200969915126,-3.7231163431240715,-3.727317752688422,-1374.8147028903688,57.32839483690769,57.26239325205695,0.0020932741430150377,0.002197539044781816,-0.007802297874503593,0.9962391255579728,4.1995281529509497e-05,0.9999999537716407,0.9999999985815169,2.243527995070033e-18,24.98,-93.06559627623663,-93.01351666042807,-93.11847923545818,0.05229565005019347,0.05490046931550939,-0.1949225048204673
Vertical_Copolar,Amplitude,False,1.225,ODR,-3.5764583820713094,-3.57052017893111,-3.582269726072064,-1322.174795896294,57.38848358767637,57.202097441442135,0.0064344246962842605,0.006688161366767282,-0.02304984479418954,0.987944243110396,0.00011205355948003735,0.9988372877735184,0.9750686445483481,8.675625998111032e-18,24.47,-87.52614279966213,-87.38081802288632,-87.66836297127598,0.157468734327752,0.16367839474643292,-0.5640954797851908
Vertical_Copolar,Amplitude,False,1.25,ODR,-3.8639859748771674,-3.8546042346823617,-3.8734302911116902,-1426.5340933241262,57.43545655041833,57.15841410532932,0.0753547308619329,0.07578552598146139,-0.2918812970991798,0.9678544579505269,0.0002974864639276312,0.22052639726064105,0.026257980749882358,7.860363707873968e-17,23.98,-92.67150824687617,-92.44650225061072,-92.89801502912233,1.8072623989621857,1.8175943291844137,-7.00030492012731
Vertical_Copolar,Amplitude,False,1.275,ODR,-3.6706636606993555,-3.6683574914135706,-3.672812015628005,-1357.4178184230104,57.33070097628616,57.2608058647894,0.007372575582337865,0.0074650567290469585,-0.027078084184936145,0.995910026254806,3.090539400433514e-05,0.9704369465616263,0.776789218251814,4.291251979043388e-17,23.51,-86.30880637900688,-86.25458111165398,-86.35932093623953,0.1733523573035176,0.17552687889493548,-0.6366906208417986
Vertical_Copolar,Amplitude,False,1.3,ODR,-3.945707518870071,-3.9414383449822377,-3.9500012213312425,-1457.191585394321,57.35941757210132,57.2330557400594,0.016624148730382975,0.01643255288853085,-0.06566540778860497,0.9814027180450335,0.0001460844883934105,0.4230486655606309,0.0916560140894893,8.171739646086416e-17,23.06,-90.99179658701077,-90.89334534597515,-91.09081348045348,0.3833688007722378,0.3789504170513587,-1.514307231270633
Vertical_Copolar,Amplitude,True,0.9,ODR,-3.2471514276850626,-3.2363557775567924,-3.258028140915816,-1196.7659206139067,57.484357278948224,57.10524597931557,0.033875372208620816,0.03324851770674415,-0.11036691593968417,0.9417813083724301,0.0018311255353320732,0.71517213789739,0.4101392522054656,4.491054592944979e-22,33.31,-108.16350088932379,-107.8038948351391,-108.52580717759142,1.1283979000097024,1.1075172053512612,-3.6763521123819216
Vertical_Copolar,Amplitude,True,0.925,ODR,-6.586987081232636,-6.564666860941888,-6.610028499207219,-2403.24507498905,57.488664940221156,57.10410195469228,0.1445101299592938,0.1456459395729278,-0.955216077455071,0.9110185040341708,0.00650723571507822,0.40478594153214276,0.16683938305189958,3.3152952167334375e-18,32.41,-213.48422139426785,-212.76082315599058,-214.23099364620361,4.683572655826608,4.720384240247297,-30.958548733121525
Vertical_Copolar,Amplitude,True,0.95,ODR,-3.672020493129455,-3.66854018905968,-3.6754875653487096,-1350.0509164851007,57.34855147943073,57.241756931194764,0.07366435206613096,0.07342215802417315,-0.2707524100285339,0.9827108342082366,0.0006477430680841428,0.6963885408327077,0.34159789668497503,1.325910983123225e-23,31.56,-115.8783209959633,-115.76849268947224,-115.9877317436132,2.32463338661924,2.31699044481382,-8.544161106513476
Vertical_Copolar,Amplitude,True,0.975,ODR,-3.6346299098422024,-3.6318620343163173,-3.6374176921996795,-1335.853135265261,57.33842630461954,57.25332847249222,0.03080751292937255,0.030952565465060408,-0.11205979258197009,0.9944791820429453,0.00012128198122730155,0.8459508335343351,0.898654446175655,3.363517171050006e-22,30.75,-111.7573984196833,-111.67229193687888,-111.8431169966389,0.9472676949706027,0.9517277622744997,-3.4456082729352797
Vertical_Copolar,Amplitude,True,1.0,ODR,-3.3737001309011894,-3.3663598553973624,-3.381504774738428,-1244.5205294899627,57.42122914987264,57.16691331791949,0.002412821259501519,0.002074792251428024,-0.008158966609594774,0.9590778357512858,0.0006649638671720734,0.6704595715044048,0.2544894449956637,2.4533663311988037e-20,29.98,-101.14098547977893,-100.92092955620998,-101.37496281575697,0.07233456161006163,0.06220070688949614,-0.24459966546303438
Vertical_Copolar,Amplitude,True,1.025,ODR,-3.5374403678394257,-3.5317324606248275,-3.54322235157179,-1301.6933905403237,57.38818972481697,57.20405307366404,0.000950159353781113,0.0012334223715354932,-0.0033666258598722474,0.9894434564474993,0.00023872737066491813,0.6223142641852865,0.17829788623329493,2.6126644710479783e-21,29.25,-103.46321394175665,-103.29626881649808,-103.6323256603168,0.027790303235290876,0.03607519263559168,-0.09846722358024046
Vertical_Copolar,Amplitude,True,1.05,ODR,-4.084489488776743,-4.081528223778561,-4.087440579457781,-1499.7216158618635,57.3377169624691,57.25453589869821,0.01910249202599634,0.01925905435019375,-0.07808030107582613,0.9954417788064793,9.985972563724253e-05,0.9615007426459603,0.7560914167788522,1.9353516028112055e-20,28.55,-116.61896604909936,-116.53441700980464,-116.7032245947231,0.5454079084189374,0.5498780230857311,-2.229322417228758
Vertical_Copolar,Amplitude,True,1.075,ODR,-4.752625230251924,-4.745101345287825,-4.760237996308561,-1742.1766927470744,57.3875699375836,57.203072902111614,0.024594557085490302,0.024949888968186024,-0.11707594514073087,0.983825303163905,0.00035803249676375447,0.3229047440166425,0.05224838094271614,3.7876208281238364e-20,27.89,-132.53964648651538,-132.3298228616692,-132.75194879798497,0.685884904379577,0.6957942828464718,-3.2649753829221266
Vertical_Copolar,Amplitude,True,1.1,ODR,-3.5381731904518543,-3.533870011123266,-3.542659905463984,-1304.4762127053082,57.36428047073932,57.22739605840466,0.002104906393063104,0.00231213773734516,-0.0074569674834594705,0.9942245949969738,8.587227923190437e-05,0.9642752855484665,0.8488414347439219,1.3744806818483208e-19,27.25,-96.42887614502396,-96.31159789883013,-96.55115644700867,0.05736682376693655,0.06301467777393309,-0.20323114646294446
Vertical_Copolar,Amplitude,True,1.125,ODR,-3.728568848490038,-3.725695301134226,-3.7316023639937677,-1373.6478117754625,57.34214187115248,57.25035874322681,0.02190973680783087,0.02178068993705789,-0.08175842566658294,0.9963055004366828,5.42413993648105e-05,0.9693870111341149,0.8385708439169026,2.8940152105884165e-19,26.65,-99.35971732542738,-99.28314240765154,-99.4405551093602,0.583855453489128,0.5804165842814623,-2.1787163904706834
Vertical_Copolar,Amplitude,True,1.15,ODR,-3.6119508769748694,-3.607664556580202,-3.616319881867101,-1332.3600098610639,57.36490407558583,57.22752541737424,0.025257166442853106,0.025463770738738893,-0.09133799316691625,0.9882683513630183,0.0001458318050688324,0.9912226297635052,0.9806242533581482,1.926165776011988e-18,26.07,-94.15962013770014,-94.04788043970947,-94.2735153303659,0.6584267834798304,0.6638127321491312,-2.3810818678519157
Vertical_Copolar,Amplitude,True,1.175,ODR,-4.4619872605493205,-4.44754614662543,-4.476277412576665,-1639.0884549591408,57.479756685825286,57.1156861433392,0.08083876922317412,0.08135631742869592,-0.361856756734192,0.8987673369554431,0.0012721667373829407,0.2212560363192546,0.05129007858492739,7.993141789024603e-17,25.51,-113.84426624721424,-113.47581203108648,-114.20886878350966,2.062540708690223,2.0757455638959144,-9.232504386829913
Vertical_Copolar,Amplitude,True,1.2,ODR,-3.7275136249905216,-3.7260873694291705,-3.7289530543422233,-1375.6504707516576,57.318162836434134,57.27413299849225,0.009260946422025119,0.009323674433570357,-0.03453363444651025,0.9962391150276387,4.1995399115021035e-05,0.9999999537716407,0.9999999985815169,2.243574709526941e-18,24.98,-93.12337265536655,-93.08774093366043,-93.15933349398856,0.23136349093876798,0.23293060633598459,-0.8627435961993982
Vertical_Copolar,Amplitude,True,1.225,ODR,-3.611474455561785,-3.6062739480723587,-3.6165541969537727,-1334.7755801917504,57.378130927601255,57.21392288210304,0.013866821530237682,0.014098473319380047,-0.05015011160359002,0.9879442434258411,0.00011205355654809857,0.9988372877735184,0.9750686445483481,8.675618006804573e-18,24.47,-88.3830860438432,-88.25581478481443,-88.50740181183573,0.3393606947916144,0.34502987513994804,-1.2273163450297613
Vertical_Copolar,Amplitude,True,1.25,ODR,-3.809777002696547,-3.80152615961617,-3.818248401744047,-1407.1207419192147,57.41972724278523,57.17157668684846,0.0826858846940351,0.0830637775242973,-0.31571524707979204,0.9678544241978965,0.0002974867762866722,0.22052639726064105,0.026257980749882358,7.860339962369268e-17,23.98,-91.37139296562162,-91.17350972341055,-91.57456588907354,1.9830883691463486,1.9921515227819393,-7.571923996010254
Vertical_Copolar,Amplitude,True,1.275,ODR,-3.667821124628263,-3.665901441075477,-3.6698002507418153,-1356.4058950375768,57.32527249392721,57.26555931125655,0.014456746413938968,0.014528295599169303,-0.05305337161478406,0.9959100342030073,3.0905333944709664e-05,0.9704369465616263,0.776789218251814,4.291128712878507e-17,23.51,-86.24196944757891,-86.19683167103994,-86.28850490501216,0.33992341506803514,0.341605760645141,-1.2474510338496896
Vertical_Copolar,Amplitude,True,1.3,ODR,-3.933863312541325,-3.9302187132648516,-3.9375181270672193,-1452.9286601052509,57.34786746261787,57.243358524344664,0.008913946149908272,0.008792227153469591,-0.03509882454896487,0.9814027110785774,0.0001460845431159868,0.4230486655606309,0.0916560140894893,8.171816920616272e-17,23.06,-90.71865783867584,-90.63460988671285,-90.80294136407984,0.205564140520049,0.20275718381792243,-0.8094125295726861
Vertical_Copolar,Uniform,False,0.9,ODR,-3.249524880681344,-3.242217822470247,-3.256647419011524,-1197.5366884229743,57.41664926706349,57.16972610175449,0.005699904327681794,0.005312844568530033,-0.01856257871735753,0.9417812946737645,0.0018311259661898602,0.71517213789739,0.4101392522054656,4.491062696477989e-22,33.31,-108.2425612568463,-107.99916115219588,-108.47981495386897,0.1898653698622847,0.17697230357461866,-0.6183245667216779
Vertical_Copolar,Uniform,False,0.925,ODR,-5.171170200507134,-5.151333931205261,-5.191402935949706,-1895.8666878752724,57.511492250644345,57.086600464090175,0.056362278113516594,0.057396140062666835,-0.2925992960753239,0.9110175224708833,0.0065073074970100914,0.40478594153214276,0.16683938305189958,3.315424921240548e-18,32.41,-167.59760271852826,-166.95470932052194,-168.25334558235448,1.826701177743864,1.8602086388215313,-9.483141857242282
Vertical_Copolar,Uniform,False,0.95,ODR,-3.246200575318193,-3.2413274480864813,-3.2512441252567794,-1197.4850306284907,57.38159631498943,57.205635949436385,0.05962845405297246,0.05931602656040633,-0.1938666609378705,0.982710851928955,0.0006477424041728457,0.6963885408327077,0.34159789668497503,1.3259165509711627e-23,31.56,-102.44067890901634,-102.2868971415488,-102.5998387230305,1.8817011376084922,1.871841831719737,-6.117869769138609
Vertical_Copolar,Uniform,False,0.975,ODR,-3.387816826773324,-3.385020219327033,-3.390637142051981,-1247.3646559641188,57.341992258204385,57.24918007949501,0.01920224336305934,0.01935174476436744,-0.06510783955751015,0.9944791808748237,0.00012128200688873342,0.850606279819557,0.898654446175655,3.363570025467622e-22,30.75,-104.16840346175744,-104.08241353146157,-104.25512235916499,0.5904295114795637,0.5950263722562406,-2.001932231386215
Vertical_Copolar,Uniform,False,1.0,ODR,-2.9788086877128137,-2.973020470818945,-2.984790325409641,-1102.9433243588496,57.40587926400455,57.18351369050081,0.002926250040801519,0.0026079392378500865,-0.00873424281151394,0.9590778688767274,0.0006649633289008911,0.6704595715044048,0.2544894449956637,2.453423220780596e-20,29.98,-89.30243784011789,-89.12891146311289,-89.48176282691762,0.08772676924544877,0.07818405144297241,-0.26184601212325953
Vertical_Copolar,Uniform,False,1.025,ODR,-3.727975810963446,-3.72401328076099,-3.731992254882256,-1370.0602159318773,57.35756437872684,57.2341229602435,0.01648188414809859,0.0166790336551791,-0.06151026398657058,0.9894434836900798,0.00023872675459682982,0.6223142641852865,0.17829788623329493,2.6126703615482505e-21,29.25,-109.03600309592926,-108.92010683551038,-109.15347622713308,0.48206288402241104,0.4878291216147188,-1.7990549495378414
Vertical_Copolar,Uniform,False,1.05,ODR,-4.026896458675599,-4.023847368083424,-4.03006545351187,-1479.0737545015572,57.34084612034269,57.25048194760145,0.019578561377393337,0.019741165072518954,-0.07890288383649466,0.9954417753675111,9.98598009768136e-05,0.9615007426459603,0.7560914167788522,1.935349576576083e-20,28.55,-114.97458928170029,-114.88753267567242,-115.06506935325793,0.5590004799459632,0.5636430857975434,-2.2528085227267813
Vertical_Copolar,Uniform,False,1.075,ODR,-4.028381161125896,-4.022550500368463,-4.034282230120813,-1482.3019966697127,57.379689896113696,57.21333734419312,0.017477257534367376,0.017720288292850845,-0.07050818950214341,0.9838253067223285,0.00035803241799682264,0.3229047440166425,0.05224838094271614,3.7875356935858263e-20,27.89,-112.34216651672804,-112.17956297065966,-112.50673358452467,0.4873999995653037,0.49417756128208173,-1.9663091572071971
Vertical_Copolar,Uniform,False,1.1,ODR,-3.628591310235832,-3.6258142288456296,-3.6313556819651884,-1336.9575249482084,57.34033870616792,57.25374326017368,0.007926692235459724,0.007791755964118926,-0.028784638888426008,0.9942245933091427,8.587230432761762e-05,0.9642752855484665,0.8488414347439219,1.3744724010671104e-19,27.25,-98.89311890664005,-98.8174327197278,-98.96845870623729,0.21603295900708958,0.21235542478357936,-0.7844925131821474
Vertical_Copolar,Uniform,False,1.125,ODR,-3.7573916619632346,-3.7549393545183447,-3.7598799019311846,-1384.036128647785,57.33376057072215,57.2592833792942,0.022816443998458023,0.022704844420245947,-0.08578708922334072,0.9963055001336903,5.424140381324266e-05,0.9693870111341149,0.8385708439169026,2.8940208731949235e-19,26.65,-100.12779395632562,-100.06244433173227,-100.19410111864434,0.608017584810407,0.6050436548669438,-2.286073097149389
Vertical_Copolar,Uniform,False,1.15,ODR,-3.617549530674419,-3.613377387134058,-3.6217384447768843,-1334.3803484367058,57.36209215573665,57.22972976102935,0.01916798919150946,0.019355919460430065,-0.0694214433639576,0.9882683493032572,0.00014583183067296278,0.9912226297635052,0.9806242533581482,1.926182860929074e-18,26.07,-94.305570933707,-94.19680770178581,-94.41477135589213,0.4996885734469612,0.5045877105993359,-1.8097413168685772
Vertical_Copolar,Uniform,False,1.175,ODR,-3.597611150652778,-3.584892491264432,-3.610844488070794,-1328.7489151027678,57.49707107302566,57.09184476718476,0.03158469028064149,0.03222286893957049,-0.1140474048072775,0.8987672152113438,0.001272168267312007,0.2212560363192546,0.05129007858492739,7.993411046998319e-17,25.51,-91.79035657722592,-91.46584949973682,-92.1279952795315,0.8058597390980614,0.8221423900600588,-2.909834197080403
Vertical_Copolar,Uniform,False,1.2,ODR,-3.631511462663633,-3.6279900336473125,-3.6349538328633657,-1341.2013357033936,57.35306584951519,57.243068710620804,0.008212469619718518,0.008359889605340218,-0.029851947921469772,0.996239120247543,4.199534082768538e-05,0.9999999537716407,0.9999999985815169,2.243551037167586e-18,24.98,-90.72497897059215,-90.63700414888588,-90.81097868921913,0.20516970446214497,0.20885265444946616,-0.7457824036221178
Vertical_Copolar,Uniform,False,1.225,ODR,-3.4423127356726426,-3.437171965999282,-3.447736839861879,-1274.042418952731,57.38501946354519,57.208736161411814,0.018702386950757283,0.018915212352467372,-0.06448090848347796,0.9879442495559118,0.000112053499571482,0.9988372877735184,0.9750686445483481,8.67560417804844e-18,24.47,-84.24321601893925,-84.11740671474426,-84.37595932729349,0.45770077995384906,0.46290922487658415,-1.5780318406804008
Vertical_Copolar,Uniform,False,1.25,ODR,-3.3030936056559153,-3.2953647795548133,-3.3111988201195217,-1225.1407121769914,57.43452026102353,57.16110759252993,0.0629737578151109,0.06329009051419482,-0.20851863257588774,0.9678544592467072,0.00029748645193231055,0.22052639726064105,0.026257980749882358,7.860412913174972e-17,23.98,-79.21940408349356,-79.03404058154925,-79.4137946568265,1.5103246115911044,1.5179113441834358,-5.00098507189794
Vertical_Copolar,Uniform,False,1.275,ODR,-3.4751520448643953,-3.471282997987549,-3.4789123966884516,-1287.2130854423924,57.35651796277758,57.2330243128666,0.012074950840900772,0.012216163470917385,-0.04200769616981334,0.9959100261204603,3.0905395019502226e-05,0.9704369465616263,0.776789218251814,4.2912893884793384e-17,23.51,-81.71171556499006,-81.62074214747422,-81.80013322116878,0.283919936691985,0.2872402881785203,-0.9877325874247471
Vertical_Copolar,Uniform,False,1.3,ODR,-3.5220953509456674,-3.514112536124952,-3.530218336955026,-1305.0807482358662,57.425089618162566,57.1654722329392,0.00636695097754664,0.006069939000843567,-0.022476727091428877,0.9814027259914686,0.00014608442597294997,0.4230486655606309,0.0916560140894893,8.17147209766484e-17,23.06,-81.22289404387494,-81.03880268411639,-81.41021788557073,0.14682799104032385,0.13997861022868902,-0.5183348663488195
Vertical_Copolar,Uniform,True,0.9,ODR,-3.252045271345029,-3.2474691228834063,-3.2565967432067993,-1198.4844064661836,57.3735733349441,57.21712805213161,0.0007366589037537798,0.0005135739841051188,-0.0023990009868188502,0.9417811113045447,0.0018311317336169757,0.71517213789739,0.4101392522054656,4.491229912217634e-22,33.31,-108.32651615820035,-108.17408340314671,-108.47812692897345,0.024538309273770115,0.017107289673302942,-0.07991137806476097
Vertical_Copolar,Uniform,True,0.925,ODR,-5.135872428486558,-5.118523541899501,-5.15292262782407,-1883.291259186122,57.49513525485911,57.1024369022407,0.06254237356563622,0.06341609306914577,-0.32227601194419286,0.9110174563220275,0.006507312334489982,0.40478594153214276,0.16683938305189958,3.31563746165899e-18,32.41,-166.45360208761238,-165.89132475209917,-167.00619897072403,2.026998043286087,2.0553152884276726,-10.444964083803994
