DATASET,WEIGHT,SMOOTH,FREQ,ANGLE,PHASE,PREDICTED
Horizontal_Copolar,Amplitude,False,0.9,0.10035643198967395,-0.159732533142521,-0.14322629587508473
Horizontal_Copolar,Amplitude,False,0.9,0.10471975511965978,-0.17001252243676745,-0.1547876732217972
Horizontal_Copolar,Amplitude,False,0.9,0.1090830782496456,-0.18043213807117353,-0.1668026153497486
Horizontal_Copolar,Amplitude,False,0.9,0.11344640137963143,-0.19189895125677636,-0.17927089351176306
Horizontal_Copolar,Amplitude,False,0.9,0.11780972450961726,-0.20284216566678093,-0.19219227032979447
Horizontal_Copolar,Amplitude,False,0.9,0.12217304763960306,-0.21343631422638643,-0.20556649979945973
Horizontal_Copolar,Amplitude,False,0.9,0.12653637076958887,-0.2247285944867896,-0.21939332729469996
Horizontal_Copolar,Amplitude,False,0.9,0.1308996938995747,-0.2373298716861889,-0.2336724895726583
Horizontal_Copolar,Amplitude,False,0.9,0.13526301702956053,-0.2500882285182673,-0.2484037147786644
Horizontal_Copolar,Amplitude,False,0.9,0.13962634015954636,-0.2628814919353857,-0.26358672245142856
Horizontal_Copolar,Amplitude,False,0.9,0.14398966328953217,-0.27469737097138736,-0.27922122352836354
Horizontal_Copolar,Amplitude,False,0.9,0.148352986419518,-0.28740336792590604,-0.2953069203511127
Horizontal_Copolar,Amplitude,False,0.9,0.15271630954950383,-0.2992192469619075,-0.3118435066711953
Horizontal_Copolar,Amplitude,False,0.9,0.15707963267948966,-0.31140164514082813,-0.32883066765583635
Horizontal_Copolar,Amplitude,False,0.9,0.16144295580947546,-0.3234444169795889,-0.346268079893985
Horizontal_Copolar,Amplitude,False,0.9,0.1658062789394613,-0.33564426845102924,-0.36415541140244656
Horizontal_Copolar,Amplitude,False,0.9,0.17016960206944712,-0.34684928224883294,-0.38249232163220626
Horizontal_Copolar,Amplitude,False,0.9,0.17453292519943295,-0.3593632929856321,-0.4012784614749414
Horizontal_Copolar,Amplitude,False,0.9,0.17889624832941878,-0.3736226329744259,-0.4205134732696081
Horizontal_Copolar,Amplitude,False,0.9,0.18325957145940458,-0.3896622088002537,-0.44019699080932284
Horizontal_Copolar,Amplitude,False,0.9,0.1876228945893904,-0.40622538340168,-0.4603286393482868
Horizontal_Copolar,Amplitude,False,0.9,0.19198621771937624,-0.4218809867920692,-0.4809080356089197
Horizontal_Copolar,Amplitude,False,0.9,0.19634954084936207,-0.4374318704273388,-0.5019347877891889
Horizontal_Copolar,Amplitude,False,0.9,0.2007128639793479,-0.4529303941850482,-0.5234084955700382
Horizontal_Copolar,Amplitude,False,0.9,0.2050761871093337,-0.4694935687864743,-0.5453287501230264
Horizontal_Copolar,Amplitude,False,0.9,0.20943951023931953,-0.4864407158233395,-0.5676951341181109
Horizontal_Copolar,Amplitude,False,0.9,0.21380283336930536,-0.503859101758243,-0.5905072217315706
Horizontal_Copolar,Amplitude,False,0.9,0.2181661564992912,-0.5213996607407858,-0.6137645786541448
Horizontal_Copolar,Amplitude,False,0.9,0.222529479629277,-0.5385387939953701,-0.6374667620992831
Horizontal_Copolar,Amplitude,False,0.9,0.22689280275926282,-0.5573359900393491,-0.6616133208115791
Horizontal_Copolar,Amplitude,False,0.9,0.23125612588924865,-0.5771803836345246,-0.6862037950753574
Horizontal_Copolar,Amplitude,False,0.9,0.23561944901923448,-0.5969549640596206,-0.7112377167234385
Horizontal_Copolar,Amplitude,False,0.9,0.2399827721492203,-0.6173578630154342,-0.7367146091460377
Horizontal_Copolar,Amplitude,False,0.925,-0.23125612588924868,-0.5880537848744494,-0.6787449727189454
Horizontal_Copolar,Amplitude,False,0.925,-0.22689280275926285,-0.56632443568712,-0.6544082077275988
Horizontal_Copolar,Amplitude,False,0.925,-0.22252947962927702,-0.5482253713439388,-0.6305190715219489
Horizontal_Copolar,Amplitude,False,0.925,-0.21816615649929122,-0.5307895321165155,-0.6070780189167166
Horizontal_Copolar,Amplitude,False,0.925,-0.2138028333693054,-0.5122715887528556,-0.5840854961957476
Horizontal_Copolar,Amplitude,False,0.925,-0.20943951023931956,-0.49535934830103057,-0.5615419411035383
Horizontal_Copolar,Amplitude,False,0.925,-0.20507618710933373,-0.4790056132098437,-0.5394477828368736
Horizontal_Copolar,Amplitude,False,0.925,-0.2007128639793479,-0.4622504523906981,-0.517803442036687
Horizontal_Copolar,Amplitude,False,0.925,-0.1963495408493621,-0.4451287724286338,-0.49660933078002145
Horizontal_Copolar,Amplitude,False,0.925,-0.19198621771937627,-0.4223347723975878,-0.47586585257220904
Horizontal_Copolar,Amplitude,False,0.925,-0.18762289458939044,-0.40219367282957325,-0.4555734023391729
Horizontal_Copolar,Amplitude,False,0.925,-0.1832595714594046,-0.3877074400380203,-0.4357323664199093
Horizontal_Copolar,Amplitude,False,0.925,-0.17889624832941878,-0.37166786421219244,-0.4163431225591516
Horizontal_Copolar,Amplitude,False,0.925,-0.17453292519943298,-0.357652870318678,-0.3974060399001509
Horizontal_Copolar,Amplitude,False,0.925,-0.17016960206944715,-0.34369023630272333,-0.3789214789776558
Horizontal_Copolar,Amplitude,False,0.925,-0.16580627893946132,-0.32932617655881,-0.3608897917110667
Horizontal_Copolar,Amplitude,False,0.925,-0.16144295580947549,-0.3147875838896972,-0.3433113213977208
Horizontal_Copolar,Amplitude,False,0.925,-0.15707963267948968,-0.3005980570709833,-0.32618640270634813
Horizontal_Copolar,Amplitude,False,0.925,-0.15271630954950385,-0.2869670356129076,-0.3095153616707229
Horizontal_Copolar,Amplitude,False,0.925,-0.14835298641951802,-0.27382470634539036,-0.2932985156834249
Horizontal_Copolar,Amplitude,False,0.925,-0.1439896632895322,-0.2580992897849214,-0.27753617348983184
Horizontal_Copolar,Amplitude,False,0.925,-0.13962634015954636,-0.23972097276142112,-0.26222863518222184
Horizontal_Copolar,Amplitude,False,0.925,-0.13526301702956056,-0.22809707994313888,-0.2473761921940536
Horizontal_Copolar,Amplitude,False,0.925,-0.13089969389957473,-0.21820106308433102,-0.23297912729443482
Horizontal_Copolar,Amplitude,False,0.925,-0.1265363707695889,-0.2093696970692397,-0.21903771458272558
Horizontal_Copolar,Amplitude,False,0.925,-0.12217304763960307,-0.20053833105414848,-0.20555221948332658
Horizontal_Copolar,Amplitude,False,0.925,-0.11780972450961724,-0.1927716158827737,-0.19252289874063422
Horizontal_Copolar,Amplitude,False,0.925,-0.11344640137963143,-0.18428931571808121,-0.17995000041412368
Horizontal_Copolar,Amplitude,False,0.925,-0.1090830782496456,-0.17584192213842864,-0.16783376387365934
Horizontal_Copolar,Amplitude,False,0.925,-0.10471975511965977,-0.16671385015049833,-0.15617441979492597
Horizontal_Copolar,Amplitude,False,0.925,-0.10035643198967395,-0.15781267096532725,-0.14497219015501628
Horizontal_Copolar,Amplitude,False,0.925,-0.09599310885968812,-0.15006340908647237,-0.13422728822824226
Horizontal_Copolar,Amplitude,False,0.925,-0.0916297857297023,-0.14304718549345524,-0.12393991858205311
Horizontal_Copolar,Amplitude,False,0.925,-0.08726646259971647,-0.13693853311147508,-0.11411027707313082
Horizontal_Copolar,Amplitude,False,0.925,-0.08290313946973066,-0.13044590829405617,-0.10473855084367756
Horizontal_Copolar,Amplitude,False,0.925,-0.07853981633974483,-0.12283627275536085,-0.09582491831785944
Horizontal_Copolar,Amplitude,False,0.925,-0.074176493209759,-0.11519173063162574,-0.08736954919838524
Horizontal_Copolar,Amplitude,False,0.925,-0.06981317007977318,-0.10698868314725235,-0.07937260446330541
Horizontal_Copolar,Amplitude,False,0.925,-0.06544984694978737,-0.1001818990644745,-0.07183423636290343
Horizontal_Copolar,Amplitude,False,0.925,-0.061086523819801536,-0.09480628496833193,-0.06475458841685722
Horizontal_Copolar,Amplitude,False,0.925,-0.056723200689815706,-0.08829620685839312,-0.0581337954114467
Horizontal_Copolar,Amplitude,False,0.925,-0.05235987755982988,-0.0798313599862206,-0.051971983397034904
Horizontal_Copolar,Amplitude,False,0.925,-0.04799655442984406,-0.06733480254194119,-0.04626926968563794
Horizontal_Copolar,Amplitude,False,0.925,-0.04363323129985824,-0.05263913024014899,-0.041025762848700964
Horizontal_Copolar,Amplitude,False,0.925,-0.039269908169872414,-0.041556289489984966,-0.0362415627150412
Horizontal_Copolar,Amplitude,False,0.925,-0.03490658503988659,-0.034801865284766864,-0.03191676036892943
Horizontal_Copolar,Amplitude,False,0.925,-0.030543261909900768,-0.028466320100027476,-0.028051438148374075
Horizontal_Copolar,Amplitude,False,0.925,-0.026179938779914945,-0.021729349187329383,-0.024645669643529544
Horizontal_Copolar,Amplitude,False,0.925,-0.021816615649929122,-0.017156586547104224,-0.02169951969532491
Horizontal_Copolar,Amplitude,False,0.925,-0.017453292519943295,-0.012758356832078488,-0.01921304439420979
Horizontal_Copolar,Amplitude,False,0.925,-0.013089969389957472,-0.00862192650485194,-0.01718629107908498
Horizontal_Copolar,Amplitude,False,0.925,-0.008726646259971648,-0.0037175513067478905,-0.015619298336414289
Horizontal_Copolar,Amplitude,False,0.925,-0.004363323129985824,-0.0022689280275925983,-0.014512095999482
Horizontal_Copolar,Amplitude,False,0.925,0.0,0.0,-0.0138647051478209
Horizontal_Copolar,Amplitude,False,0.925,0.004363323129985825,0.0031415926535898198,-0.013677138106825026
Horizontal_Copolar,Amplitude,False,0.925,0.008726646259971648,0.0033335788713092507,-0.013949398447490324
Horizontal_Copolar,Amplitude,False,0.925,0.01308996938995747,0.003019419605950202,-0.014681480986389772
Horizontal_Copolar,Amplitude,False,0.925,0.0174532925199433,0.002740166925631171,-0.01587337178570536
Horizontal_Copolar,Amplitude,False,0.925,0.021816615649929122,0.0009773843811169414,-0.017525048153572698
Horizontal_Copolar,Amplitude,False,0.925,0.026179938779914945,-0.0016231562043547143,-0.019636478644446953
Horizontal_Copolar,Amplitude,False,0.925,0.030543261909900768,-0.002844886680750669,-0.022207623059735226
Horizontal_Copolar,Amplitude,False,0.925,0.03490658503988659,-0.006911503837897515,-0.025238432448553283
Horizontal_Copolar,Amplitude,False,0.925,0.039269908169872414,-0.011780972450961658,-0.02872884910866702
Horizontal_Copolar,Amplitude,False,0.925,0.043633231299858244,-0.02083923126881221,-0.032678806587558284
Horizontal_Copolar,Amplitude,False,0.925,0.04799655442984407,-0.03239331091701475,-0.037088229683746476
Horizontal_Copolar,Amplitude,False,0.925,0.05235987755982989,-0.042097341558103185,-0.041957034448163455
Horizontal_Copolar,Amplitude,False,0.925,0.056723200689815706,-0.05064945489287542,-0.047285128185787784
Horizontal_Copolar,Amplitude,False,0.925,0.061086523819801536,-0.056409041424456685,-0.05307240945739622
Horizontal_Copolar,Amplitude,False,0.925,0.06544984694978737,-0.0629016662418756,-0.05931876808148928
Horizontal_Copolar,Amplitude,False,0.925,0.06981317007977318,-0.07005751617505235,-0.06602408513640867
Horizontal_Copolar,Amplitude,False,0.925,0.07417649320975901,-0.0768119403802704,-0.07318823296257904
Horizontal_Copolar,Amplitude,False,0.925,0.07853981633974483,-0.08466592201424489,-0.08081107516495933
Horizontal_Copolar,Amplitude,False,0.925,0.08290313946973066,-0.09297368925373795,-0.08889246661561145
Horizontal_Copolar,Amplitude,False,0.925,0.08726646259971647,-0.10204940136410845,-0.0974322534565033
Horizontal_Copolar,Amplitude,False,0.925,0.0916297857297023,-0.1119279649303963,-0.10643027310239717
Horizontal_Copolar,Amplitude,False,0.925,0.09599310885968813,-0.12154472910888503,-0.11588635424396543
Horizontal_Copolar,Amplitude,False,0.925,0.10035643198967395,-0.13152801243029266,-0.12580031685106263
Horizontal_Copolar,Amplitude,False,0.925,0.10471975511965978,-0.14257594659541672,-0.13617197217612542
Horizontal_Copolar,Amplitude,False,0.925,0.1090830782496456,-0.15414747953613916,-0.14700112275778565
Horizontal_Copolar,Amplitude,False,0.925,0.11344640137963143,-0.16692328966073766,-0.1582875624246327
Horizontal_Copolar,Amplitude,False,0.925,0.11780972450961726,-0.17921040759477774,-0.17003107629911796
Horizontal_Copolar,Amplitude,False,0.925,0.12217304763960306,-0.19193385784181638,-0.18223144080166875
Horizontal_Copolar,Amplitude,False,0.925,0.12653637076958887,-0.2044478685786157,-0.19488842365493042
Horizontal_Copolar,Amplitude,False,0.925,0.1308996938995747,-0.21809634332921135,-0.2080017838881929
Horizontal_Copolar,Amplitude,False,0.925,0.13526301702956053,-0.23270474916840395,-0.2215712718419809
Horizontal_Copolar,Amplitude,False,0.925,0.13962634015954636,-0.24617869099380013,-0.23559662917280022
Horizontal_Copolar,Amplitude,False,0.925,0.14398966328953217,-0.2658660049562962,-0.25007758885807263
Horizontal_Copolar,Amplitude,False,0.925,0.148352986419518,-0.28612927757195034,-0.26501387520119124
Horizontal_Copolar,Amplitude,False,0.925,0.15271630954950383,-0.3010867492615418,-0.28040520383680345
Horizontal_Copolar,Amplitude,False,0.925,0.15707963267948966,-0.3155031688830149,-0.29625128173618975
Horizontal_Copolar,Amplitude,False,0.925,0.16144295580947546,-0.3305130004501662,-0.3125518072128699
Horizontal_Copolar,Amplitude,False,0.925,0.1658062789394613,-0.34594171103779603,-0.32930646992834056
Horizontal_Copolar,Amplitude,False,0.925,0.17016960206944712,-0.36124824857778626,-0.3465149508979657
Horizontal_Copolar,Amplitude,False,0.925,0.17453292519943295,-0.3762929867299774,-0.36417692249708367
Horizontal_Copolar,Amplitude,False,0.925,0.17889624832941878,-0.391198098542009,-0.3822920484672103
Horizontal_Copolar,Amplitude,False,0.925,0.18325957145940458,-0.4073598474154765,-0.40085998392245514
Horizontal_Copolar,Amplitude,False,0.925,0.1876228945893904,-0.4223347723975878,-0.41988037535609735
Horizontal_Copolar,Amplitude,False,0.925,0.19198621771937624,-0.4403989301557292,-0.4393528606473005
Horizontal_Copolar,Amplitude,False,0.925,0.19634954084936207,-0.4645368337108107,-0.4592770690680119
Horizontal_Copolar,Amplitude,False,0.925,0.2007128639793479,-0.4813443544075161,-0.47965262129002895
Horizontal_Copolar,Amplitude,False,0.925,0.2050761871093337,-0.49724430389318447,-0.5004791293921969
Horizontal_Copolar,Amplitude,False,0.925,0.20943951023931953,-0.5122890420453756,-0.5217561968678304
Horizontal_Copolar,Amplitude,False,0.925,0.21380283336930536,-0.5284507909188431,-0.5434834186322348
Horizontal_Copolar,Amplitude,False,0.925,0.2181661564992912,-0.5432162763907151,-0.5656603810304262
Horizontal_Copolar,Amplitude,False,0.925,0.222529479629277,-0.5584879073456654,-0.5882866618450073
Horizontal_Copolar,Amplitude,False,0.925,0.22689280275926282,-0.5741784173210945,-0.6113618303042045
Horizontal_Copolar,Amplitude,False,0.925,0.23125612588924865,-0.596501178454102,-0.6348854470900775
Horizontal_Copolar,Amplitude,False,0.95,-0.22252947962927702,-0.5181882549171162,-0.5312541377421027
Horizontal_Copolar,Amplitude,False,0.95,-0.21816615649929122,-0.5033180496901246,-0.5105495937347513
Horizontal_Copolar,Amplitude,False,0.95,-0.2138028333693054,-0.4890063498237711,-0.4902473483808265
Horizontal_Copolar,Amplitude,False,0.95,-0.20943951023931956,-0.4744852104471784,-0.4703477882058138
Horizontal_Copolar,Amplitude,False,0.95,-0.20507618710933373,-0.46054002972374386,-0.4508512920686485
Horizontal_Copolar,Amplitude,False,0.95,-0.2007128639793479,-0.4459665304695908,-0.4317582311545216
Horizontal_Copolar,Amplitude,False,0.95,-0.1963495408493621,-0.43006658098392236,-0.4130689689677851
Horizontal_Copolar,Amplitude,False,0.95,-0.19198621771937627,-0.4071678611977574,-0.3947838613250525
Horizontal_Copolar,Amplitude,False,0.95,-0.18762289458939044,-0.3929608810865237,-0.3769032563484238
Horizontal_Copolar,Amplitude,False,0.95,-0.1832595714594046,-0.3795742057237268,-0.3594274944588278
Horizontal_Copolar,Amplitude,False,0.95,-0.17889624832941878,-0.36566393158533206,-0.34235690836959165
Horizontal_Copolar,Amplitude,False,0.95,-0.17453292519943298,-0.35128241854889897,-0.32569182308006717
Horizontal_Copolar,Amplitude,False,0.95,-0.17016960206944715,-0.33777357013846254,-0.30943255586944574
Horizontal_Copolar,Amplitude,False,0.95,-0.16580627893946132,-0.32396801575518763,-0.293579416290747
Horizontal_Copolar,Amplitude,False,0.95,-0.16144295580947549,-0.3094119697935547,-0.27813270616490016
Horizontal_Copolar,Amplitude,False,0.95,-0.15707963267948968,-0.2957809483354792,-0.2630927195749919
Horizontal_Copolar,Amplitude,False,0.95,-0.15271630954950385,-0.28152160834668516,-0.24845974286069605
Horizontal_Copolar,Amplitude,False,0.95,-0.14835298641951802,-0.2611361626833917,-0.2342340546127808
Horizontal_Copolar,Amplitude,False,0.95,-0.1439896632895322,-0.24143139542837577,-0.2204159256678615
Horizontal_Copolar,Amplitude,False,0.95,-0.13962634015954636,-0.22774801409274037,-0.20700561910318527
Horizontal_Copolar,Amplitude,False,0.95,-0.13526301702956056,-0.2131047016685077,-0.1940033902316607
Horizontal_Copolar,Amplitude,False,0.95,-0.13089969389957473,-0.19936896045531238,-0.18140948659698708
Horizontal_Copolar,Amplitude,False,0.95,-0.1265363707695889,-0.18552849948699723,-0.16922414796892937
Horizontal_Copolar,Amplitude,False,0.95,-0.12217304763960307,-0.1720196510765608,-0.1574476063387742
Horizontal_Copolar,Amplitude,False,0.95,-0.11780972450961724,-0.15810937693816607,-0.14608008591489607
Horizontal_Copolar,Amplitude,False,0.95,-0.11344640137963143,-0.14514158059584847,-0.1351218031185013
Horizontal_Copolar,Amplitude,False,0.95,-0.1090830782496456,-0.13261011656652943,-0.12457296657949612
Horizontal_Copolar,Amplitude,False,0.95,-0.10471975511965977,-0.12034045192500908,-0.1144337771325219
Horizontal_Copolar,Amplitude,False,0.95,-0.10035643198967395,-0.10875146569176675,-0.10470442781312883
Horizontal_Copolar,Amplitude,False,0.95,-0.09599310885968812,-0.09759881177152296,-0.09538510385410603
Horizontal_Copolar,Amplitude,False,0.95,-0.0916297857297023,-0.0872141027221569,-0.08647598268195367
Horizontal_Copolar,Amplitude,False,0.95,-0.08726646259971647,-0.07756243195862833,-0.0779772339134901
Horizontal_Copolar,Amplitude,False,0.95,-0.08290313946973066,-0.06832964021557775,-0.0698890193526367
Horizontal_Copolar,Amplitude,False,0.95,-0.07853981633974483,-0.05880014249968912,-0.062211492987348294
Horizontal_Copolar,Amplitude,False,0.95,-0.074176493209759,-0.047211156266446785,-0.05494480098665733
Horizontal_Copolar,Amplitude,False,0.95,-0.06981317007977318,-0.02733185608623101,-0.048089081697906266
Horizontal_Copolar,Amplitude,False,0.95,-0.06544984694978737,-0.015132004614790695,-0.0416444656441044
Horizontal_Copolar,Amplitude,False,0.95,-0.061086523819801536,-0.009389871375729442,-0.035611075521451596
Horizontal_Copolar,Amplitude,False,0.95,-0.056723200689815706,-0.0051836278784231915,-0.029989026197000612
Horizontal_Copolar,Amplitude,False,0.95,-0.05235987755982988,-0.0014486232791552922,-0.024778424706468627
Horizontal_Copolar,Amplitude,False,0.95,-0.04799655442984406,0.0019547687622334387,-0.01997937025219443
Horizontal_Copolar,Amplitude,False,0.95,-0.04363323129985824,0.004241150082346046,-0.015591954201255476
Horizontal_Copolar,Amplitude,False,0.95,-0.039269908169872414,0.006841690667817701,-0.011616260083737728
Horizontal_Copolar,Amplitude,False,0.95,-0.03490658503988659,0.007417649320975439,-0.008052363591112055
Horizontal_Copolar,Amplitude,False,0.95,-0.030543261909900768,0.007801621756414523,-0.0049003325748415705
Horizontal_Copolar,Amplitude,False,0.95,-0.026179938779914945,0.007504915783575594,-0.0021602270450493677
