DATASET,WEIGHT,SMOOTH,FREQ,METHOD,ANGLE,PHASE,PREDICTED
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.10471975511965978,-0.17001252243676745,-0.14342534968848142
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.1090830782496456,-0.18043213807117353,-0.15398185497471317
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.11344640137963143,-0.19189895125677636,-0.16499123145509031
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.11780972450961726,-0.20284216566678093,-0.1763583069267689
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.12217304763960306,-0.21343631422638643,-0.18808272549089367
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.12653637076958887,-0.2247285944867896,-0.20023193523086746
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.1308996938995747,-0.2373298716861889,-0.21285767381964504
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.13526301702956053,-0.2500882285182673,-0.22587541725282279
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.13962634015954636,-0.2628814919353857,-0.23927037025223186
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.14398966328953217,-0.27469737097138736,-0.2529417288431546
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.148352986419518,-0.28740336792590604,-0.26705268768203183
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.15271630954950383,-0.2992192469619075,-0.2814252070258334
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.15707963267948966,-0.31140164514082813,-0.2961754332680471
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.16144295580947546,-0.3234444169795889,-0.3112443252319217
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.1658062789394613,-0.33564426845102924,-0.32665781692157836
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.17016960206944712,-0.34684928224883294,-0.34226847145706785
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.17453292519943295,-0.3593632929856321,-0.3583507654164215
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.17889624832941878,-0.3736226329744259,-0.3749762836672943
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.18325957145940458,-0.3896622088002537,-0.3921704707111999
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.1876228945893904,-0.40622538340168,-0.40977276871040047
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.19198621771937624,-0.4218809867920692,-0.42756904830645936
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.19634954084936207,-0.4374318704273388,-0.4456625467547326
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.2007128639793479,-0.4529303941850482,-0.4640527444913012
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.2050761871093337,-0.4694935687864743,-0.4829181075443074
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.20943951023931953,-0.4864407158233395,-0.502151515548217
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.21380283336930536,-0.503859101758243,-0.5217677114685308
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.2181661564992912,-0.5213996607407858,-0.5417032067416265
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.222529479629277,-0.5385387939953701,-0.5618537468859124
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.22689280275926282,-0.5573359900393491,-0.5826067125317387
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.23125612588924865,-0.5771803836345246,-0.6038604621221992
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.23561944901923448,-0.5969549640596206,-0.6253952230273896
Horizontal_Copolar,Amplitude,False,0.9,ODR,0.2399827721492203,-0.6173578630154342,-0.6473506185141353
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.23125612588924868,-0.5880537848744494,-0.6090329098946583
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.22689280275926285,-0.56632443568712,-0.5872248640390332
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.22252947962927702,-0.5482253713439388,-0.5664433155687938
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.21816615649929122,-0.5307895321165155,-0.546079778877747
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.2138028333693054,-0.5122715887528556,-0.5258149909248537
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.20943951023931956,-0.49535934830103057,-0.5061454389667048
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.20507618710933373,-0.4790056132098437,-0.4868739580042103
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.2007128639793479,-0.4622504523906981,-0.467841548602312
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.1963495408493621,-0.4451287724286338,-0.44906819347598415
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.19198621771937627,-0.4223347723975878,-0.42976116630126526
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.18762289458939044,-0.40219367282957325,-0.41124418871556756
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.1832595714594046,-0.3877074400380203,-0.3938990260590103
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.17889624832941878,-0.37166786421219244,-0.37666615972430506
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.17453292519943298,-0.357652870318678,-0.3600418253580706
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.17016960206944715,-0.34369023630272333,-0.34375581868315663
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.16580627893946132,-0.32932617655881,-0.32776090119220314
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.16144295580947549,-0.3147875838896972,-0.3120966359941093
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.15707963267948968,-0.3005980570709833,-0.29682965351668855
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.15271630954950385,-0.2869670356129076,-0.28198313472542225
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.14835298641951802,-0.27382470634539036,-0.26754866082762163
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.1439896632895322,-0.2580992897849214,-0.2532411817626432
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.13962634015954636,-0.23972097276142112,-0.23910110045248345
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.13526301702956056,-0.22809707994313888,-0.22594956502495478
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.13089969389957473,-0.21820106308433102,-0.2133036521928986
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.1265363707695889,-0.2093696970692397,-0.2010975119221925
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.12217304763960307,-0.20053833105414848,-0.1892503966499568
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.11780972450961724,-0.1927716158827737,-0.17783781365506002
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.11344640137963143,-0.18428931571808121,-0.1667457353231896
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.1090830782496456,-0.17584192213842864,-0.1560319670818906
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.10471975511965977,-0.16671385015049833,-0.1456653587340675
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.10035643198967395,-0.15781267096532725,-0.1357036648238079
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.09599310885968812,-0.15006340908647237,-0.1261905922705182
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.0916297857297023,-0.14304718549345524,-0.1171018231923533
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.08726646259971647,-0.13693853311147508,-0.10844146158141399
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.08290313946973066,-0.13044590829405617,-0.10016256671489998
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.07853981633974483,-0.12283627275536085,-0.09225241750761626
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.074176493209759,-0.11519173063162574,-0.08475572969486933
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.06981317007977318,-0.10698868314725235,-0.07766446549953798
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.06544984694978737,-0.1001818990644745,-0.07102819920898185
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.061086523819801536,-0.09480628496833193,-0.06483940637109953
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.056723200689815706,-0.08829620685839312,-0.05904985091757453
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.05235987755982988,-0.0798313599862206,-0.053659846587208904
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.04799655442984406,-0.06733480254194119,-0.04866105927067821
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.04363323129985824,-0.05263913024014899,-0.04409574564252239
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.039269908169872414,-0.041556289489984966,-0.040017670079706136
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.03490658503988659,-0.034801865284766864,-0.03640998034208209
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.030543261909900768,-0.028466320100027476,-0.0332346144763811
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.026179938779914945,-0.021729349187329383,-0.03048715561385862
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.021816615649929122,-0.017156586547104224,-0.028174334357927933
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.017453292519943295,-0.012758356832078488,-0.026286651232123148
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.013089969389957472,-0.00862192650485194,-0.024823442586335176
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.008726646259971648,-0.0037175513067478905,-0.023783155065064676
Horizontal_Copolar,Amplitude,False,0.925,ODR,-0.004363323129985824,-0.0022689280275925983,-0.023165681853765108
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.0,0.0,-0.022968065106073965
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.004363323129985825,0.0031415926535898198,-0.023189473063034427
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.008726646259971648,0.0033335788713092507,-0.023829105677286577
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.01308996938995747,0.003019419605950202,-0.024886578039424734
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.0174532925199433,0.002740166925631171,-0.026360780506305304
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.021816615649929122,0.0009773843811169414,-0.028253658658201175
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.026179938779914945,-0.0016231562043547143,-0.03056562751318026
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.030543261909900768,-0.002844886680750669,-0.033287996585560364
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.03490658503988659,-0.006911503837897515,-0.03643847038959436
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.039269908169872414,-0.011780972450961658,-0.040012230527505466
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.043633231299858244,-0.02083923126881221,-0.04404296367235361
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.04799655442984407,-0.03239331091701475,-0.0485343116802639
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.05235987755982989,-0.042097341558103185,-0.05344431680527961
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.056723200689815706,-0.05064945489287542,-0.05877187582542831
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.061086523819801536,-0.056409041424456685,-0.06447806597780925
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.06544984694978737,-0.0629016662418756,-0.07061215817090627
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.06981317007977318,-0.07005751617505235,-0.07717502322784853
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.07417649320975901,-0.0768119403802704,-0.08414073614503081
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.07853981633974483,-0.08466592201424489,-0.09154610712945299
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.08290313946973066,-0.09297368925373795,-0.09937636769102554
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.08726646259971647,-0.10204940136410845,-0.10764328774310528
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.0916297857297023,-0.1119279649303963,-0.11635204430172763
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.09599310885968813,-0.12154472910888503,-0.1254608107390709
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.10035643198967395,-0.13152801243029266,-0.134991792641884
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.10471975511965978,-0.14257594659541672,-0.14498020875887363
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.1090830782496456,-0.15414747953613916,-0.15540405286059666
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.11344640137963143,-0.16692328966073766,-0.1663055702605405
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.11780972450961726,-0.17921040759477774,-0.17758676246243965
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.12217304763960306,-0.19193385784181638,-0.18929935067353298
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.12653637076958887,-0.2044478685786157,-0.20139637537304722
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.1308996938995747,-0.21809634332921135,-0.21397393020368938
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.13526301702956053,-0.23270474916840395,-0.22702789108364385
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.13962634015954636,-0.24617869099380013,-0.24038229553536183
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.14398966328953217,-0.2658660049562962,-0.25469755758825485
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.148352986419518,-0.28612927757195034,-0.2695108315826005
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.15271630954950383,-0.3010867492615418,-0.284214114012709
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.15707963267948966,-0.3155031688830149,-0.2992368246626391
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.16144295580947546,-0.3305130004501662,-0.3146932250003154
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.1658062789394613,-0.34594171103779603,-0.3305647579122102
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.17016960206944712,-0.36124824857778626,-0.34678313323570364
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.17453292519943295,-0.3762929867299774,-0.36332067969655313
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.17889624832941878,-0.391198098542009,-0.3801822561918975
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.18325957145940458,-0.4073598474154765,-0.3975562714899823
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.1876228945893904,-0.4223347723975878,-0.4150954296436744
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.19198621771937624,-0.4403989301557292,-0.43342757886031436
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.19634954084936207,-0.4645368337108107,-0.4530748282829329
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.2007128639793479,-0.4813443544075161,-0.47192050425706
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.2050761871093337,-0.49724430389318447,-0.49092804028073544
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.20943951023931953,-0.5122890420453756,-0.5100836154768693
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.21380283336930536,-0.5284507909188431,-0.5297245244910265
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.2181661564992912,-0.5432162763907151,-0.5493900067312936
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.222529479629277,-0.5584879073456654,-0.5694170101413647
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.22689280275926282,-0.5741784173210945,-0.5897891648784572
Horizontal_Copolar,Amplitude,False,0.925,ODR,0.23125612588924865,-0.596501178454102,-0.6117772262085275
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.22252947962927702,-0.5181882549171162,-0.5403745233275714
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.21816615649929122,-0.5033180496901246,-0.5206989307562147
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.2138028333693054,-0.4890063498237711,-0.5013841881232892
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.20943951023931956,-0.4744852104471784,-0.482296250244314
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.20507618710933373,-0.46054002972374386,-0.4635764714962676
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.2007128639793479,-0.4459665304695908,-0.44502839354839807
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.1963495408493621,-0.43006658098392236,-0.42656041460685756
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.19198621771937627,-0.4071678611977574,-0.40734952257709267
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.18762289458939044,-0.3929608810865237,-0.38978877462743355
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.1832595714594046,-0.3795742057237268,-0.372647064735947
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.17889624832941878,-0.36566393158533206,-0.35573835763247885
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.17453292519943298,-0.35128241854889897,-0.3390848870643737
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.17016960206944715,-0.33777357013846254,-0.3228673822290382
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.16580627893946132,-0.32396801575518763,-0.30694081691051167
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.16144295580947549,-0.3094119697935547,-0.29126550516131644
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.15707963267948968,-0.2957809483354792,-0.2760411399875018
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.15271630954950385,-0.28152160834668516,-0.2611003598575401
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.14835298641951802,-0.2611361626833917,-0.24592185115598397
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.1439896632895322,-0.24143139542837577,-0.23123702816899439
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.13962634015954636,-0.22774801409274037,-0.21750717450176538
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.13526301702956056,-0.2131047016685077,-0.20407199372017715
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.13089969389957473,-0.19936896045531238,-0.19109677568024352
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.1265363707695889,-0.18552849948699723,-0.17850015432838262
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.12217304763960307,-0.1720196510765608,-0.16631909187209715
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.11780972450961724,-0.15810937693816607,-0.15450716222817107
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.11344640137963143,-0.14514158059584847,-0.14315533049014206
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.1090830782496456,-0.13261011656652943,-0.13222799089130177
Horizontal_Copolar,Amplitude,False,0.95,ODR,-0.10471975511965977,-0.12034045192500908,-0.12171531773672228
