ANGLE,PHASE,PREDICTED,DATASET,WEIGHT,SMOOTH,METHOD,BOOTSTRAP,FREQ,RESIDUALS
0.030543261909900768,-0.030874874467779367,-0.017452082314409978,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01342279215336939
0.03490658503988659,-0.035918876006043154,-0.021612883786126247,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.014305992219916908
0.039269908169872414,-0.04185299546282395,-0.026238044802546767,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.015614950660277183
0.043633231299858244,-0.04782202150464454,-0.03132747730727914,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0164945441973654
0.04799655442984407,-0.05426228644450348,-0.03688108440486104,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01738120203964244
0.05235987755982989,-0.061592669302879655,-0.042898760362618304,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01869390894026135
0.056723200689815706,-0.06932447788921459,-0.04938039061267574,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.019944087276538847
0.061086523819801536,-0.07714355293814923,-0.056325851754142064,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.020817701184007165
0.06544984694978737,-0.08515461420480297,-0.06373501155543337,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.021419602649369596
0.06981317007977318,-0.0928515162060981,-0.0716077289568453,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0212437872492528
0.07417649320975901,-0.1009847505203918,-0.07994385407317495,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.02104089644721685
0.07853981633974483,-0.10974630336540336,-0.08874322819661984,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.021003075168783525
0.08290313946973066,-0.11847294962537491,-0.09800568379978358,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.02046726582559133
0.08726646259971647,-0.12777555453850464,-0.10773104453885907,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.020044509999645577
0.0916297857297023,-0.13802063724771152,-0.11791912525699644,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.020101511990715082
0.09599310885968813,-0.14828317324943807,-0.1285697319878274,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.019713441261610676
0.10035643198967395,-0.159732533142521,-0.13968266195915646,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.020049871183364543
0.10471975511965978,-0.17001252243676745,-0.15125770359680502,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01875481883996244
0.1090830782496456,-0.18043213807117353,-0.1632946365286685,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01713750154250504
0.11344640137963143,-0.19189895125677636,-0.17579323158890503,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.016105719667871332
0.11780972450961726,-0.20284216566678093,-0.18875325082226624,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.014088914844514688
0.12217304763960306,-0.21343631422638643,-0.2021744474886802,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.011261866737706239
0.12653637076958887,-0.2247285944867896,-0.2160565660678948,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.008672028418894806
0.1308996938995747,-0.2373298716861889,-0.23039934226439485,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.006930529421794063
0.13526301702956053,-0.2500882285182673,-0.24520250301239344,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.00488572550587385
0.13962634015954636,-0.2628814919353857,-0.26046576648104747,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0024157254543382134
0.14398966328953217,-0.27469737097138736,-0.27618884207981864,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.001491471108431286
0.148352986419518,-0.28740336792590604,-0.2923714304640157,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.004968062538109663
0.15271630954950383,-0.2992192469619075,-0.30901322354048233,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.009793976578574837
0.15707963267948966,-0.31140164514082813,-0.32611390447346267,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.014712259332634536
0.16144295580947546,-0.3234444169795889,-0.3436731476906516,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.02022873071106268
0.1658062789394613,-0.33564426845102924,-0.3616906188893587,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.02604635043832948
0.17016960206944712,-0.34684928224883294,-0.3801659750429103,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.03331669279407734
0.17453292519943295,-0.3593632929856321,-0.3990988644071578,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.03973557142152573
0.17889624832941878,-0.3736226329744259,-0.4184889265271714,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.04486629355274552
0.18325957145940458,-0.3896622088002537,-0.4383357922441249,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.04867358344387118
0.1876228945893904,-0.40622538340168,-0.4586390837023018,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.05241370030062176
0.19198621771937624,-0.4218809867920692,-0.4793984143563037,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.0575174275642345
0.19634954084936207,-0.4374318704273388,-0.5006133889783868,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.06318151855104803
0.2007128639793479,-0.4529303941850482,-0.522283603666029,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.06935320948098078
0.2050761871093337,-0.4694935687864743,-0.5444086458495718,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.07491507706309752
0.20943951023931953,-0.4864407158233395,-0.566988094300104,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.08054737847676452
0.21380283336930536,-0.503859101758243,-0.5900215191374834,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.08616241737924035
0.2181661564992912,-0.5213996607407858,-0.6135084818384904,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.09210882109770457
0.222529479629277,-0.5385387939953701,-0.6374485352452197,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.09890974124984964
0.22689280275926282,-0.5573359900393491,-0.6618412235735569,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.10450523353420782
0.23125612588924865,-0.5771803836345246,-0.6866860824218861,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.1095056987873615
0.23561944901923448,-0.5969549640596206,-0.7119826387799044,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.11502767472028386
0.2399827721492203,-0.6173578630154342,-0.7377304110376386,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.12037254802220443
-0.23125612588924868,-0.5880537848744494,-0.6756640593197893,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.08761027444533998
-0.22689280275926285,-0.56632443568712,-0.6514811209177367,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0851566852306167
-0.22252947962927702,-0.5482253713439388,-0.6277420233587208,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.07951665201478197
-0.21816615649929122,-0.5307895321165155,-0.6044472186009351,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.07365768648441962
-0.2138028333693054,-0.5122715887528556,-0.5815971501438852,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.06932556139102963
-0.20943951023931956,-0.49535934830103057,-0.5591922530199405,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0638329047189099
-0.20507618710933373,-0.4790056132098437,-0.5372329537860452,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.05822734057620149
-0.2007128639793479,-0.4622504523906981,-0.5157196705156011,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.05346921812490296
-0.1963495408493621,-0.4451287724286338,-0.494652812790509,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.04952404036187519
-0.19198621771937627,-0.4223347723975878,-0.47403278169337426,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.05169800929578644
-0.18762289458939044,-0.40219367282957325,-0.453859969799872,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.05166629697029873
-0.1832595714594046,-0.3877074400380203,-0.43413476117124716,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.04642732113322684
-0.17889624832941878,-0.37166786421219244,-0.4148575313470566,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.04318966713486416
-0.17453292519943298,-0.357652870318678,-0.3960286473379604,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.03837577701928241
-0.17016960206944715,-0.34369023630272333,-0.3776484676187657,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.033958231316042364
-0.16580627893946132,-0.32932617655881,-0.359717342121602,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.030391165562791977
-0.16144295580947549,-0.3147875838896972,-0.34223561222925625,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.02744802833955906
-0.15707963267948968,-0.3005980570709833,-0.32520361076866067,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.024605553697677363
-0.15271630954950385,-0.2869670356129076,-0.3086216620045761,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.021654626391668486
-0.14835298641951802,-0.27382470634539036,-0.2924900816333995,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018665375288009156
-0.1439896632895322,-0.2580992897849214,-0.27680917677717076,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018709886992249347
-0.13962634015954636,-0.23972097276142112,-0.26157924597771753,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.02185827321629641
-0.13526301702956056,-0.22809707994313888,-0.24680057919096754,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.01870349924782866
-0.13089969389957473,-0.21820106308433102,-0.23247345778143114,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.014272394697100121
-0.1265363707695889,-0.2093696970692397,-0.21859815451684383,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.009228457447604144
-0.12217304763960307,-0.20053833105414848,-0.20517493356299354,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.004636602508845067
-0.11780972450961724,-0.1927716158827737,-0.1922040504786402,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0005675654041334965
-0.11344640137963143,-0.18428931571808121,-0.17968575221071248,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.004603563507368735
-0.1090830782496456,-0.17584192213842864,-0.16762027708955785,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.008221645048870796
-0.10471975511965977,-0.16671385015049833,-0.15600785482444124,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.010705995326057094
-0.10035643198967395,-0.15781267096532725,-0.14484870649912907,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.012963964466198186
-0.09599310885968812,-0.15006340908647237,-0.13414304456772896,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.015920364518743402
-0.0916297857297023,-0.14304718549345524,-0.1238910728506113,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.019156112642843948
-0.08726646259971647,-0.13693853311147508,-0.11409298653054023,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.02284554658093485
-0.08290313946973066,-0.13044590829405617,-0.10474897214895051,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.025696936145105653
-0.07853981633974483,-0.12283627275536085,-0.09585920760241606,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.02697706515294479
-0.074176493209759,-0.11519173063162574,-0.0874238621392287,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.02776786849239704
-0.06981317007977318,-0.10698868314725235,-0.07944309635621494,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.027545586791037413
-0.06544984694978737,-0.1001818990644745,-0.07191706219564509,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.028264836868829413
-0.061086523819801536,-0.09480628496833193,-0.0648459029423698,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.02996038202596213
-0.056723200689815706,-0.08829620685839312,-0.05822975322105606,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.030066453637337065
-0.05235987755982988,-0.0798313599862206,-0.05206873899366826,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.027762620992552334
-0.04799655442984406,-0.06733480254194119,-0.046362977557031115,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.02097182498491007
-0.04363323129985824,-0.05263913024014899,-0.04111257754061981,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.01152655269952918
-0.039269908169872414,-0.041556289489984966,-0.0363176389044817,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.005238650585503268
-0.03490658503988659,-0.034801865284766864,-0.03197825293733558,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0028236123474312813
-0.030543261909900768,-0.028466320100027476,-0.028094502254838005,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0003718178451894705
-0.026179938779914945,-0.021729349187329383,-0.024666460798002277,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0029371116106728934
-0.021816615649929122,-0.017156586547104224,-0.02169419383179516,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0045376072846909365
-0.017453292519943295,-0.012758356832078488,-0.019177757943893425,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0064194011118149374
-0.013089969389957472,-0.00862192650485194,-0.017117201043618024,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.008495274538766084
-0.008726646259971648,-0.0037175513067478905,-0.01551256236098908,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.011795011054241189
-0.004363323129985824,-0.0022689280275925983,-0.014363872446025994,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.012094944418433395
0.0,0.0,-0.013671153168118622,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.013671153168118622
0.004363323129985825,0.0031415926535898198,-0.013434417715650682,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0165760103692405
0.008726646259971648,0.0033335788713092507,-0.013653670595722645,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.016987249467031895
0.01308996938995747,0.003019419605950202,-0.014328907634073573,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.017348327240023775
0.0174532925199433,0.002740166925631171,-0.015460115975166389,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.01820028290079756
0.021816615649929122,0.0009773843811169414,-0.017047274082418795,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018024658463535737
0.026179938779914945,-0.0016231562043547143,-0.019090351738640265,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.01746719553428555
0.030543261909900768,-0.002844886680750669,-0.021589310046564947,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018744423365814278
0.03490658503988659,-0.006911503837897515,-0.024544101429633258,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.017632597591735744
0.039269908169872414,-0.011780972450961658,-0.02795466963288007,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.01617369718191841
0.043633231299858244,-0.02083923126881221,-0.03182094972399696,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.010981718455184752
0.04799655442984407,-0.03239331091701475,-0.03614286809458633,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.003749557177571583
0.05235987755982989,-0.042097341558103185,-0.04092034246156118,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0011769990965420085
0.056723200689815706,-0.05064945489287542,-0.04615328186867629,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.004496173024199135
0.061086523819801536,-0.056409041424456685,-0.0518415866883295,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0045674547361271856
0.06544984694978737,-0.0629016662418756,-0.05798514862338067,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.004916517618494931
0.06981317007977318,-0.07005751617505235,-0.06458385070927619,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.005473665465776156
0.07417649320975901,-0.0768119403802704,-0.07163756731623394,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.005174373064036453
0.07853981633974483,-0.08466592201424489,-0.0791461641516662,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.005519757862578689
0.08290313946973066,-0.09297368925373795,-0.08710949826270209,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.005864190991035856
0.08726646259971647,-0.10204940136410845,-0.09552741803894449,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.00652198332516396
0.0916297857297023,-0.1119279649303963,-0.10439976321533351,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.007528201715062799
0.09599310885968813,-0.12154472910888503,-0.11372636487520538,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.007818364233679653
0.10035643198967395,-0.13152801243029266,-0.12350704545351832,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.008020966976774346
0.10471975511965978,-0.14257594659541672,-0.1337416187401992,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.008834327855217539
0.1090830782496456,-0.15414747953613916,-0.14442988988372818,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.009717589652410985
0.11344640137963143,-0.16692328966073766,-0.15557165539483364,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.01135163426590402
0.11780972450961726,-0.17921040759477774,-0.16716670315036097,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.01204370444441677
0.12217304763960306,-0.19193385784181638,-0.17921481239731207,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.012719045444504307
0.12653637076958887,-0.2044478685786157,-0.1917157537570553,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.012732114821560392
0.1308996938995747,-0.21809634332921135,-0.20466928922968464,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.013427054099526714
0.13526301702956053,-0.23270474916840395,-0.2180751721985601,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.01462957696984385
0.13962634015954636,-0.24617869099380013,-0.23193314743499016,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.01424554355880997
