DATASET,FREQ,DZ,DZ_err_low,DZ_err_high,PHI_0,PHI_0_err_low,PHI_0_err_high,DXY,DXY_err_low,DXY_err_high,METHOD,SMOOTH,WEIGHT,BOOTSTRAP,R2,Chi2,cramer,KS,KS_res,Wavelength_cm,DZ_lambda,DZ_err_low_lambda,DZ_err_high_lambda,DZ_phys,DZ_err_low_phys,DZ_err_high_phys
Horizontal_Copolar,0.925,24.11079504911124,0.030598164276238293,0.03124246525350216,-1382.2581370279877,1.6974771399917015,1.7992167280490619,0.015305820897415442,0.0002755320217265643,0.004972392779471654,OLS,Raw,s_AMP,500,0.9756425373707673,0.0008125004108303378,0.7270726973516972,0.32008079607738543,5.144994674353112e-24,32.41,3.413497305428179,0.004331949697023294,0.004423166915090769,110.63143216980438,0.14039847001113173,0.14335481963452312
Horizontal_Copolar,0.95,21.623067087344133,0.029345252992388993,0.029835054269483408,-1238.5987918870953,1.7247033702096346,1.6748341499625707,0.0023939058807054756,0.00027459348521543863,0.004748396364403241,OLS,Raw,s_AMP,500,0.9891756110797225,0.0002952037207355923,0.9999907605633102,0.9952486432790446,4.649830722462414e-23,31.56,4.0054004135402534,0.005435837940860548,0.005526567448839312,126.39882476309991,0.17153928606107816,0.1744024462937186
Horizontal_Copolar,0.975,23.58025566146277,0.02653850349279807,0.027311644210897157,-1350.491482224567,1.5217013124576821,1.5788431037876909,0.0002486759666541091,0.00025236372065097,0.00434678318013143,OLS,Raw,s_AMP,500,0.9910318764639944,0.00023766430824567584,0.922164865945305,0.5765169937891337,4.435526530825227e-22,30.75,3.889873083335209,0.0043778749429483,0.004505414665678241,119.6056013293437,0.13461065538082875,0.13853223968542852
Horizontal_Copolar,1.0,26.870981357096603,0.05119074553119063,0.05130334258500824,-1540.3545280777726,2.9533283341380816,2.856381791761828,0.05786490342651095,0.00041119717751961666,0.008165180569540997,OLS,Raw,s_AMP,500,0.9541211772020821,0.001215208224792322,0.7889878939563029,0.43651137785735566,4.986317266245996e-21,29.98,3.5621067284444825,0.006786015615413533,0.006800941855645574,106.789273177871,0.20343963013712058,0.20388710756190678
Horizontal_Copolar,1.025,24.72900554414465,0.03747895765254938,0.03764092092380622,-1416.6558538003953,2.1789360468037535,2.1676550840448416,0.005119640257453043,0.0002830613471496848,0.0059907386275549115,OLS,Raw,s_AMP,500,0.9631652902824008,0.0007475680776326498,0.978823674806067,0.9993948867263269,3.2314953015020287e-21,29.25,4.09898167298798,0.0062123630594950515,0.006239209447611784,119.88719912605062,0.1816994723506753,0.18248467670988872
Horizontal_Copolar,1.05,27.03858023156579,0.03142786814734677,0.03214841259325496,-1549.2595710220996,1.800026373156864,1.8175872259306656,0.0031006910477596504,0.00027655482448711767,0.005116578776774265,OLS,Raw,s_AMP,500,0.9759044644278433,0.0005387454092540341,0.9196115650291573,0.876094907225722,1.4308538390758294e-20,28.55,3.927370350973903,0.004564917110999476,0.004669576633399808,112.13295342807514,0.13033597345455158,0.1333241768329803
Horizontal_Copolar,1.075,25.41054895444208,0.0323134649077339,0.03170212653026283,-1456.9006031337046,1.868197142715515,1.7715443935726656,0.0206294777995155,0.00022006229681337724,0.005045550143816046,OLS,Raw,s_AMP,500,0.9855724546216802,0.0002424804327724801,0.9146723234070675,0.7436107023680757,5.437668304181317e-20,27.89,4.382448482165266,0.005572964814427728,0.005467529904334252,122.21627930480877,0.15541700651765603,0.15247667248454608
Horizontal_Copolar,1.1,23.219054409070036,0.021050759800264274,0.022199548169833605,-1330.079804798625,1.2204195030812885,1.2334333746186428,0.015312402920679851,0.00016744787332275413,0.003533167825635657,OLS,Raw,s_AMP,500,0.993229635311719,0.0001070662516675761,0.9324991376061433,0.7436107023680757,3.498988248375423e-20,27.25,4.927204577749068,0.004467081140584329,0.004710860030701224,134.28534285747685,0.12174520320192907,0.12838911889980686
Horizontal_Copolar,1.125,25.47553124111065,0.02503743195488184,0.02643783493331142,-1459.6873729750084,1.5013025394065187,1.422927823386891,0.04171562047442446,0.0002346650779701136,0.004207712114284102,OLS,Raw,s_AMP,500,0.9776243434853775,0.0003695157366416963,0.9813164805434432,0.9989311440437575,6.184994606813019e-20,26.65,4.764044041886377,0.004682117416900241,0.004943999353825712,126.95328651887752,0.1247700879161897,0.13174877498967305
Horizontal_Copolar,1.15,26.01592368793447,0.02144512701297785,0.020808819196201256,-1490.6009580951616,1.2422578173873553,1.2067444443170023,0.0004594519580955194,0.0001714008985042795,0.00331182643498095,OLS,Raw,s_AMP,500,0.9872621062622428,0.00016974218735236104,0.9980779951880288,0.9806242533581482,8.652328206783476e-19,26.07,4.874006818693755,0.004017681499330471,0.00389847110053938,127.06004212912707,0.10473657496916584,0.10162888988457965
Horizontal_Copolar,1.175,24.88333804899364,0.01681244821817529,0.016529086283167516,-1425.8200541675715,0.9643960147171843,0.9661086163766077,0.0005853514794602407,9.947388003930806e-05,0.002630685786758554,OLS,Raw,s_AMP,500,0.9942324442134054,6.777160002745127e-05,0.9999993617200552,0.9999708747063956,2.3077192994370573e-18,25.51,5.250232327534996,0.003547323874565211,0.003487536237205566,133.9557493227896,0.09050731435557346,0.0889818775247598
Horizontal_Copolar,1.2,24.897456844625285,0.022455112960162893,0.022400006918985582,-1426.6151728614882,1.3044551596261393,1.2809105568544723,0.0019227578133231423,0.0001388635025311911,0.0035650718264492124,OLS,Raw,s_AMP,500,0.9935427843640873,6.828826976833379e-05,0.9995805228844749,0.9750686445483481,6.5864491058015414e-18,24.98,5.44395415734863,0.004909923383584509,0.004897874170532976,136.0046998392387,0.12266316664637306,0.12236214471323266
Horizontal_Copolar,1.225,27.797598530235692,0.030639001115645215,0.030664901548700385,-1593.1154537632654,1.754283564860005,1.7798580978796514,0.008354732864700733,0.00015067842160618162,0.004880470660901983,OLS,Raw,s_AMP,500,0.9787214262330487,0.00025171483194616007,0.9464153237426958,0.910829140359655,6.862703281853173e-18,24.47,5.178351178345787,0.005707669580088509,0.005712494512641045,126.72903086885552,0.13968296268298466,0.13980104255152417
Horizontal_Copolar,1.25,28.276341268263653,0.019675089117061617,0.018984687942143808,-1620.1017774324757,1.0966653817221848,1.0965690688089633,0.026531051531687316,0.00012547406437574523,0.0030215069290492895,OLS,Raw,s_AMP,500,0.9931446219366423,8.402119141220239e-05,0.9999858132388519,0.9966899221363298,1.3859999062844964e-17,23.98,5.2981258110482035,0.003686512922475377,0.003557152753487904,127.06705277499076,0.08841510163821253,0.08531260539596854
Horizontal_Copolar,1.275,27.543153412684966,0.018325496391202734,0.01880439162138714,-1578.0580173553674,1.0416049808662378,1.0568392062745735,0.01553058629251022,0.0001340325579592477,0.0029928118783795836,OLS,Raw,s_AMP,500,0.9924435499014729,7.784270964750624e-05,0.9999999337527823,0.9999999923376678,3.7744212326754106e-17,23.51,5.610785188407413,0.003733066514984446,0.0038306217303970764,131.92714376020794,0.08777609305134751,0.09006992189991786
Horizontal_Copolar,1.3,29.148885489176642,0.032934184607576356,0.03225767937054158,-1670.2023454005964,1.9116354155212103,1.864614814769727,0.01835894352673496,0.00020491622309866473,0.0051339691244951515,OLS,Raw,s_AMP,500,0.9709348797640822,0.0003003834850596853,0.9089551784788273,0.776789218251814,4.4329616142010746e-17,23.06,5.551193897081464,0.00627207666882554,0.0061432411514413315,128.01585101851163,0.14464009856243543,0.1416690280674882
Vertical_Copolar,0.9,20.534583189171194,0.08869815345122589,0.08333225361383256,-1179.0367489573025,4.9808298806328875,4.857028915676458,0.041742747877862287,0.0007938041491055084,0.013262740081628912,OLS,Raw,s_AMP,500,0.9043323042597082,0.0030089917117524217,0.6805062022463768,0.4101392522054656,9.03445521860912e-21,33.31,3.7867001945525844,0.016356471024322184,0.015366966938896085,126.13601767044416,0.5448385169541472,0.5118778656240437
Vertical_Copolar,0.925,42.01245104329716,0.1765341779048839,0.17618796229397304,-2412.8411736223206,10.006591090858239,10.25421507970564,0.12973272905293887,0.0013300430399572855,0.028041185112374283,OLS,Raw,s_AMP,500,0.7441961118243721,0.01870699271938016,0.22390045386925594,0.29834700311743767,2.456113405247602e-18,32.41,0.5643602644228318,0.0023714130656026723,0.002366762293537039,18.29091360744332,0.07685748668868544,0.07670675518715529
Vertical_Copolar,0.95,23.667431754063266,0.0457292491525898,0.04821919626251159,-1357.3594442418998,2.768331339829313,2.6808291551063714,0.08211290901211868,0.00042819436373179334,0.007674323437096964,OLS,Raw,s_AMP,500,0.9462252279921161,0.002014685741662924,0.8637430724128218,0.7610102369796172,1.601113295258629e-23,31.56,3.680029671349488,0.00711040367534481,0.007497563521830052,116.1310674407153,0.22438372581093208,0.23660136812848084
Vertical_Copolar,0.975,23.337839871984386,0.016270495666823592,0.0155261096846111,-1337.0044638957052,0.9172347087209621,0.9244768907918757,0.02356105250359305,0.0001619225598071396,0.002471057103292805,OLS,Raw,s_AMP,500,0.9865661947786634,0.0002951154204574731,0.9579870487563388,0.898654446175655,2.984565091270125e-22,30.75,3.9284547545142177,0.002738809864633854,0.0026135074944463365,120.79190841001065,0.08421277346802362,0.08035998315502446
Vertical_Copolar,1.0,21.720527705932867,0.06527557215975222,0.06298061403419553,-1246.2642464483574,3.672720690557445,3.5998634760166452,0.008593795020761847,0.0005322864604798852,0.010023676042505014,OLS,Raw,s_AMP,500,0.9335216277215291,0.0010802389444733668,0.5833878408252203,0.43651137785735566,3.169264649162538e-20,29.98,4.381826886192892,0.013168476428088792,0.012705499222682113,131.36386527422533,0.39478099164917996,0.380901284208496
Vertical_Copolar,1.025,22.517814510397994,0.03820376286624949,0.03609683162580524,-1289.4968125580447,2.083630154937719,2.1377047567218947,0.006365060692931492,0.00029802741587715256,0.00574498918320276,OLS,Raw,s_AMP,500,0.9702742208588996,0.000672223541733029,0.7437286502420638,0.4229637996512901,5.966046910193855e-21,29.25,4.450903656129238,0.007551410805909462,0.007134951741599473,130.18022901387036,0.22086400067037645,0.20868338734882802
Vertical_Copolar,1.05,26.1408597719472,0.023472432247011454,0.022690607019004716,-1497.4250083255124,1.2879426172167376,1.317658512968175,0.011200770724880875,0.00022079184731547085,0.0036113222688302564,OLS,Raw,s_AMP,500,0.9926333476668765,0.00016138573571118945,0.9375756358130306,0.6308040582226205,3.8159943055617717e-20,28.55,4.070246999636931,0.003654761081351494,0.003533027449929399,116.21231930364576,0.10434950552200974,0.10087380794245776
Vertical_Copolar,1.075,30.390756541412816,0.05008044431080805,0.050889906627904935,-1742.1477358647842,2.9059356545683364,2.8579254154959988,0.015301062331388735,0.00039346416035570056,0.008099380193316078,OLS,Raw,s_AMP,500,0.9417378147080381,0.0012896535791906503,0.4831333966516981,0.39530698914758006,4.3687013584291686e-20,27.89,3.5898238270751133,0.005915613585086795,0.006011229076233721,100.11182408426187,0.16497268253501046,0.1676391758479234
Vertical_Copolar,1.1,22.770262823791178,0.032410218062803864,0.033339151045716164,-1304.3375300507523,1.8981246259474058,1.9128429798046513,0.004702983705354024,0.00024381248936252437,0.005306090687413059,OLS,Raw,s_AMP,500,0.9924436920313817,0.00011235184155976237,0.9830806955654594,0.9376005487441385,1.5596518627296692e-19,27.25,4.998631976964246,0.007114838930178935,0.007318762536541116,136.23201518286461,0.1939068228320394,0.19946452821345237
Vertical_Copolar,1.125,23.886730858173966,0.024792879384069266,0.025369121052072785,-1368.2533659177245,1.4714063489272777,1.4249224994347003,0.029274328140519713,0.0001894152830767131,0.004037621017334048,OLS,Raw,s_AMP,500,0.9943064419189672,8.35909038253466e-05,0.960149372886712,0.8385708439169026,3.943922488064647e-19,26.65,5.016909476417047,0.0052072270696280005,0.00532825461006784,133.69169986653864,0.1387633246727036,0.1419884930135173
Vertical_Copolar,1.15,23.21712115222011,0.039482335731761964,0.03834048176101845,-1329.8330516757815,2.2339080760191203,2.1948836523834796,0.01840592303072267,0.00036257409193152685,0.0061020771927907435,OLS,Raw,s_AMP,500,0.9870490028479073,0.00016098907754340009,0.9897231596818996,0.9806242533581482,1.891945493008359e-18,26.07,5.319450076990828,0.009046096304149903,0.008784477512019724,138.67226206864083,0.23582186489789697,0.22900174831079284
