ANGLE,PHASE,PREDICTED,DATASET,WEIGHT,SMOOTH,METHOD,BOOTSTRAP,FREQ,RESIDUALS
-0.1265363707695889,-0.1984439359517549,-0.16278716361280132,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.03565677233895359
-0.12217304763960307,-0.18394024986768231,-0.15098722662976982,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.03295302323791249
-0.11780972450961724,-0.16987289609660783,-0.1396333822450586,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.030239513851549216
-0.11344640137963143,-0.1568876464617701,-0.1287258466195098,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.028161799842260304
-0.1090830782496456,-0.14411183633717162,-0.11826482741687272,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.025847008920298897
-0.10471975511965977,-0.13060298792673541,-0.1082505237998781,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.02235246412685732
-0.10035643198967395,-0.11662290061826108,-0.09868312642643318,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.017939774191827906
-0.09599310885968812,-0.10140362954087045,-0.08956281744598371,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.011840812094886743
-0.0916297857297023,-0.08709192967451695,-0.08088977049607138,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0062021591784455765
-0.08726646259971647,-0.07367034772668046,-0.072664150699012,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.001006197027668465
-0.08290313946973066,-0.0611388836973612,-0.06488611465874428,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.0037472309613830745
-0.07853981633974483,-0.04897393881096068,-0.05755581045786329,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.008581871646902606
-0.074176493209759,-0.03811799086355605,-0.05067337765479252,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.012555386791236467
-0.06981317007977318,-0.029059732045705333,-0.04423894728114419,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.015179215235438859
-0.06544984694978737,-0.019949113350295145,-0.03825264183917909,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.018303528488883947
-0.061086523819801536,-0.01144935989308249,-0.032714575299536364,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.021265215406453875
-0.056723200689815706,-0.0041713369122662325,-0.027624853099016633,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.0234535161867504
-0.05235987755982988,0.001378810109075701,-0.02298357213859248,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.02436238224766818
-0.04799655442984406,0.005881759579221102,-0.018790820781561024,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.024672580360782126
-0.04363323129985824,0.009058258817850717,-0.01504667885187061,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.024104937669721327
-0.039269908169872414,0.011135200627724107,-0.01175121763258602,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.022886418260310126
-0.03490658503988659,0.013299408900196985,-0.008904499864534898,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.022203908764731883
-0.030543261909900768,0.014416419621473331,-0.006506579745121144,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.020922999366594475
-0.026179938779914945,0.014241886696273909,-0.004557502927287516,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.018799389623561424
-0.021816615649929122,0.012444197566719772,-0.003057306518641667,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.01550150408536144
-0.017453292519943295,0.010751228192285245,-0.002006019080774024,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.012757247273059269
-0.013089969389957472,0.008272860654453318,-0.001403660628671588,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.009676521283124906
-0.008726646259971648,0.005724679946541578,-0.0012502426303733216,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.006974922576914899
-0.004363323129985824,0.002932153143350602,-0.0015457680067356705,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.0044779211500862726
0.0,0.0,-0.002290231131382825,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.002290231131382825
0.004363323129985825,-0.002949606435870278,-0.0034836178308097487,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.0005340113949394709
0.008726646259971648,-0.006597344572538466,-0.005125905384655738,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0014714391878827282
0.01308996938995747,-0.010698868314725107,-0.007217062526134299,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0034818057885908082
0.0174532925199433,-0.015934856070707992,-0.009757049442619348,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0061778066280886446
0.021816615649929122,-0.0211708438266911,-0.012745817776426804,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.008425026050264295
0.026179938779914945,-0.02617993877991487,-0.016183310625716985,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.009996628154197884
0.030543261909900768,-0.030874874467779367,-0.02006946254558528,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.010805411922194086
0.03490658503988659,-0.035918876006043154,-0.024404199549287853,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.011514676456755302
0.039269908169872414,-0.04185299546282395,-0.029187439109691127,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.012665556353132823
0.043633231299858244,-0.04782202150464454,-0.034419090160806576,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.013402931343837965
0.04799655442984407,-0.05426228644450348,-0.04009905309953865,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.014163233344964832
0.05235987755982989,-0.061592669302879655,-0.04622721978758193,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.015365449515297724
0.056723200689815706,-0.06932447788921459,-0.052803473553471036,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01652100433574355
0.061086523819801536,-0.07714355293814923,-0.059827689194818845,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.017315863743330384
0.06544984694978737,-0.08515461420480297,-0.06729973298068614,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.017854881224116825
0.06981317007977318,-0.0928515162060981,-0.07521946265412538,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.017632053551972726
0.07417649320975901,-0.1009847505203918,-0.08358672743490203,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.017398023085489767
0.07853981633974483,-0.10974630336540336,-0.0924013680223581,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.017344935343045265
0.08290313946973066,-0.11847294962537491,-0.10166321659843547,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.016809733026939444
0.08726646259971647,-0.12777555453850464,-0.11137209683089111,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.016403457707613534
0.0916297857297023,-0.13802063724771152,-0.12152782387664729,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.01649281337106423
0.09599310885968813,-0.14828317324943807,-0.13213020438529455,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.016152968864143524
0.10035643198967395,-0.159732533142521,-0.14317903650279007,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.016553496639730936
0.10471975511965978,-0.17001252243676745,-0.15467410987529817,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.015338412561469283
0.1090830782496456,-0.18043213807117353,-0.1666152056531871,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.013816932417986427
0.11344640137963143,-0.19189895125677636,-0.1790020964952177,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.012896854761558663
0.11780972450961726,-0.20284216566678093,-0.19183454657283505,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.011007619093945875
0.12217304763960306,-0.21343631422638643,-0.20511231157468401,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.008324002651702411
0.12653637076958887,-0.2247285944867896,-0.2188351387112668,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0058934557755228045
0.1308996938995747,-0.2373298716861889,-0.23300276671973208,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.0043271049664568295
0.13526301702956053,-0.2500882285182673,-0.2476149258688629,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.002473302649404374
0.13962634015954636,-0.2628814919353857,-0.2626713379642105,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,-0.00021015397117518653
0.14398966328953217,-0.27469737097138736,-0.2781717163533983,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.003474345382010968
0.148352986419518,-0.28740336792590604,-0.29411576593156497,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.006712398005658926
0.15271630954950383,-0.2992192469619075,-0.31050318314698444,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.011283936185076948
0.15707963267948966,-0.31140164514082813,-0.3273336560068536,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.01593201086602547
0.16144295580947546,-0.3234444169795889,-0.3446068640832358,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.021162447103646898
0.1658062789394613,-0.33564426845102924,-0.3623224785191468,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.026678210068117547
0.17016960206944712,-0.34684928224883294,-0.3804801620348215,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.033630879785988554
0.17453292519943295,-0.3593632929856321,-0.39907956893414465,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.03971627594851257
0.17889624832941878,-0.3736226329744259,-0.418120345111209,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.04449771213678311
0.18325957145940458,-0.3896622088002537,-0.4376021280570903,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.047939919256836605
0.1876228945893904,-0.40622538340168,-0.4575245468667255,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.05129916346504548
0.19198621771937624,-0.4218809867920692,-0.47788722224597535,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.05600623545390615
0.19634954084936207,-0.4374318704273388,-0.4986897665188508,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.061257896091512
0.2007128639793479,-0.4529303941850482,-0.5199317836348989,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.06700138944985068
0.2050761871093337,-0.4694935687864743,-0.5416128691767277,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.07211930039025338
0.20943951023931953,-0.4864407158233395,-0.563732610367726,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.07729189454438656
0.21380283336930536,-0.503859101758243,-0.5862905860799081,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.08243148432166514
0.2181661564992912,-0.5213996607407858,-0.6092863668419284,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.08788670610114258
0.222529479629277,-0.5385387939953701,-0.6327195148472704,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.09418072085190032
0.22689280275926282,-0.5573359900393491,-0.6565895839625746,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.09925359392322552
0.23125612588924865,-0.5771803836345246,-0.6808961197361327,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.10371573610160811
0.23561944901923448,-0.5969549640596206,-0.7056386594065458,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.10868369534692524
0.2399827721492203,-0.6173578630154342,-0.7308167319115135,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.9,0.11345886889607937
-0.23125612588924868,-0.5880537848744494,-0.6558123246539438,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.06775853977949442
-0.22689280275926285,-0.56632443568712,-0.6321711884093446,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.06584675272222462
-0.22252947962927702,-0.5482253713439388,-0.608968163385029,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.06074279204109023
-0.21816615649929122,-0.5307895321165155,-0.5862036913331465,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.055414159216631065
-0.2138028333693054,-0.5122715887528556,-0.5638782056564295,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.05160661690357393
-0.20943951023931956,-0.49535934830103057,-0.5419921313999474,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.04663278309891683
-0.20507618710933373,-0.4790056132098437,-0.5205458852430063,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.04154027203316257
-0.2007128639793479,-0.4622504523906981,-0.4995398754912159,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.037289423100517805
-0.1963495408493621,-0.4451287724286338,-0.4789745020687235,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.033845729640089695
-0.19198621771937627,-0.4223347723975878,-0.45885015651059646,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.03651538411300864
-0.18762289458939044,-0.40219367282957325,-0.4391672219553655,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.03697354912579226
-0.1832595714594046,-0.3877074400380203,-0.41992607313772723,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.032218633099706906
-0.17889624832941878,-0.37166786421219244,-0.40112707638142453,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.029459212169232085
-0.17453292519943298,-0.357652870318678,-0.3827705895922584,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.02511771927358042
-0.17016960206944715,-0.34369023630272333,-0.3648569622512703,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.02116672594854696
-0.16580627893946132,-0.32932617655881,-0.3473865354081127,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018060358849302682
-0.16144295580947549,-0.3147875838896972,-0.3303596416745229,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.015572057784825732
-0.15707963267948968,-0.3005980570709833,-0.31377660521800976,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.013178548147026459
-0.15271630954950385,-0.2869670356129076,-0.29763774175570035,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.010670706142792752
-0.14835298641951802,-0.27382470634539036,-0.281943358548272,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.00811865220288166
-0.1439896632895322,-0.2580992897849214,-0.266693754394165,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.008594464609243568
-0.13962634015954636,-0.23972097276142112,-0.251889219623866,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.012168246862444887
-0.13526301702956056,-0.22809707994313888,-0.23753003609436973,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.009432956151230854
-0.13089969389957473,-0.21820106308433102,-0.22361647718383537,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0054154140995043565
-0.1265363707695889,-0.2093696970692397,-0.2101488077863678,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0007791107171281064
-0.12217304763960307,-0.20053833105414848,-0.19712728430698334,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0034110467471651362
-0.11780972450961724,-0.1927716158827737,-0.1845521546567106,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.008219461226063096
-0.11344640137963143,-0.18428931571808121,-0.17242365824789374,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.011865657470187474
-0.1090830782496456,-0.17584192213842864,-0.16074202598962728,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.015099896148801362
-0.10471975511965977,-0.16671385015049833,-0.14950748028334715,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.017206369867151183
-0.10035643198967395,-0.15781267096532725,-0.13872023501861008,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.019092435946717168
-0.09599310885968812,-0.15006340908647237,-0.12838049556901154,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.021682913517460822
-0.0916297857297023,-0.14304718549345524,-0.11848845878829195,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.024558726705163292
-0.08726646259971647,-0.13693853311147508,-0.1090443130065708,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.027894220104904277
-0.08290313946973066,-0.13044590829405617,-0.1000482380267762,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.030397670267279964
-0.07853981633974483,-0.12283627275536085,-0.09150040512119872,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.03133586763416213
-0.074176493209759,-0.11519173063162574,-0.08340097702825844,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.031790753603367305
-0.06981317007977318,-0.10698868314725235,-0.07575010794939274,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.031238575197859608
-0.06544984694978737,-0.1001818990644745,-0.06854794354611826,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.03163395551835624
-0.061086523819801536,-0.09480628496833193,-0.06179462093726329,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.033011664031068644
-0.056723200689815706,-0.08829620685839312,-0.05549026869636009,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.03280593816203303
-0.05235987755982988,-0.0798313599862206,-0.049635006849186425,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.03019635313703417
-0.04799655442984406,-0.06733480254194119,-0.04422894687148471,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.023105855670456477
-0.04363323129985824,-0.05263913024014899,-0.03927219168684104,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.01336693855330795
-0.039269908169872414,-0.041556289489984966,-0.03476483566474187,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.006791453825243099
-0.03490658503988659,-0.034801865284766864,-0.03070696461873368,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0040949006660331855
-0.030543261909900768,-0.028466320100027476,-0.027098655804842053,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0013676642951854223
-0.026179938779914945,-0.021729349187329383,-0.02393997792006175,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.002210628732732367
-0.021816615649929122,-0.017156586547104224,-0.021230991101067076,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0040744045539628515
-0.017453292519943295,-0.012758356832078488,-0.018971746923060806,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.006213390090982318
-0.013089969389957472,-0.00862192650485194,-0.01716228839880074,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0085403618939488
-0.008726646259971648,-0.0037175513067478905,-0.015802649977761263,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.012085098671013372
-0.004363323129985824,-0.0022689280275925983,-0.014892857545504512,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.012623929517911914
0.0,0.0,-0.014432928423161684,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.014432928423161684
0.004363323129985825,0.0031415926535898198,-0.014422871367123946,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.017564464020713766
0.008726646259971648,0.0033335788713092507,-0.014862686568857697,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018196265440166948
0.01308996938995747,0.003019419605950202,-0.01575236565492588,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.018771785260876084
0.0174532925199433,0.002740166925631171,-0.017091891687112337,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.01983205861274351
0.021816615649929122,0.0009773843811169414,-0.018881239162777064,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.019858623543894005
0.026179938779914945,-0.0016231562043547143,-0.02112037401532163,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.019497217810966916
0.030543261909900768,-0.002844886680750669,-0.023809253614842874,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.020964366934092205
0.03490658503988659,-0.006911503837897515,-0.026947826768950023,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.020036322931052508
0.039269908169872414,-0.011780972450961658,-0.03053603372374525,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.01875506127278359
0.043633231299858244,-0.02083923126881221,-0.03457380616492145,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.013734574896109242
0.04799655442984407,-0.03239331091701475,-0.03906106721913005,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.006667756302115302
0.05235987755982989,-0.042097341558103185,-0.04399773145537722,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,0.0019003898972740352
0.056723200689815706,-0.05064945489287542,-0.049383704886693636,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0012657500061817872
0.061086523819801536,-0.056409041424456685,-0.055218884971914406,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0011901564525422792
0.06544984694978737,-0.0629016662418756,-0.06150316061761529,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0013985056242603044
0.06981317007977318,-0.07005751617505235,-0.06823641218025145,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.001821103994800899
0.07417649320975901,-0.0768119403802704,-0.07541851146840983,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0013934289118605614
0.07853981633974483,-0.08466592201424489,-0.083049321745289,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0016166002689558812
0.08290313946973066,-0.09297368925373795,-0.09112869773124643,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0018449915224915125
0.08726646259971647,-0.10204940136410845,-0.09965648560661577,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.002392915757492675
0.0916297857297023,-0.1119279649303963,-0.10863252301460591,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.003295441915790398
0.09599310885968813,-0.12154472910888503,-0.118056639064406,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.003488090044479031
0.10035643198967395,-0.13152801243029266,-0.12792865433443268,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0035993580958599836
0.10471975511965978,-0.14257594659541672,-0.1382483808757442,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.0043275657196725215
0.1090830782496456,-0.15414747953613916,-0.14901562221561448,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.00513185732052468
0.11344640137963143,-0.16692328966073766,-0.16023017336129897,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.006693116299438695
0.11780972450961726,-0.17921040759477774,-0.17189182080390353,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.007318586790874215
0.12217304763960306,-0.19193385784181638,-0.1840003425224772,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.007933515319339168
0.12653637076958887,-0.2044478685786157,-0.19655550798821508,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.007892360590400604
0.1308996938995747,-0.21809634332921135,-0.20955707816886004,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.008539265160351306
0.13526301702956053,-0.23270474916840395,-0.22300480553327162,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.009699943635132324
0.13962634015954636,-0.24617869099380013,-0.23689843405609068,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.009280256937709452
0.14398966328953217,-0.2658660049562962,-0.25123769922266703,Horizontal_Copolar,s_AMP,Raw,OLS,1,0.925,-0.014628305733629166
