DATASET,FREQ,DZ,DZ_err_low,DZ_err_high,PHI_0,PHI_0_err_low,PHI_0_err_high,DXY,DXY_err_low,DXY_err_high,METHOD,SMOOTH,WEIGHT,BOOTSTRAP,R2,Chi2,cramer,KS,KS_res,Wavelength_cm,DZ_lambda,DZ_err_low_lambda,DZ_err_high_lambda,DZ_phys,DZ_err_low_phys,DZ_err_high_phys,DXY_lam,DXY_lam_err_low,DXY_lam_err_high,DXY_phys,DXY_err_low_phys,DXY_err_high_phys
Horizontal_Cruzada,1.1,19.24996804744299,1.5350086505418579,1.5350086505418579,-1103.8233928877596,87.77314797727814,87.77314797727814,-0.4366306773763922,0.05795277580471639,0.05795277580471639,OLS,Raw,s_AMP,1,0.8293818389776809,0.0034248580775040624,0.7006641864488901,0.8276521652890327,1.1560219898171926e-16,27.25,5.558904291760637,0.4432717059247424,0.4432717059247424,151.5015983103337,12.080864934639244,12.080864934639244,0.06949193061001542,0.009223470735217006,0.24430421442255645,1.8936551091229201,0.2513395775346634,6.657289843014663
Horizontal_Cruzada,1.15,20.977389254108143,0.3523178548300245,0.3523178548300245,-1202.3807719334525,20.15250264280617,20.15250264280617,1.42787722379152,0.01478269555182162,0.01478269555182162,OLS,Raw,s_AMP,1,0.9927352064111322,0.0002650779267295886,0.9981707673346506,0.9989311440437575,2.062326312524531e-19,26.07,5.67591447977594,0.09532768780184188,0.09532768780184188,147.96490028607136,2.485088855788765,2.485088855788765,0.22725371829475288,0.002352739069294984,0.05607312813573119,5.924504435944208,0.06133590753652024,1.4618264504985121
Horizontal_Cruzada,1.2,27.15943054006836,1.0329806585402015,1.0329806585402015,-1554.7786132014764,59.09255811110797,59.09255811110797,-0.025191831158638392,0.03869691306400049,0.03869691306400049,OLS,Raw,s_AMP,1,0.8207391101863308,0.002271271226713361,0.6251080413959558,0.43023321410525717,4.8445410283066605e-17,24.98,5.0839498625750235,0.1933627389307882,0.1933627389307882,127.01081880417738,4.8307242324727735,4.8307242324727735,0.004009404454433729,0.00615880499653302,0.16440397792499434,0.10015492327175454,0.15384694881339483,4.106811368566358
Vertical_Copolar,0.9,22.07233868360929,1.0701803124666465,1.0701803124666465,-1266.4757749239207,61.140754000165366,61.140754000165366,0.256249405212333,0.05440654830456457,0.05440654830456457,OLS,Raw,s_AMP,1,0.9031406069888508,0.0030464736139052886,0.6815052847417626,0.6262519095237103,2.416049093170653e-20,33.31,3.54195880634604,0.1717323495463673,0.1717323495463673,117.98361518769168,5.720451465402292,5.720451465402292,0.04078335950390089,0.008659071099239428,0.1703244867286959,1.3584937050749388,0.28843365831566536,5.673508652932861
Vertical_Copolar,0.925,44.66923106986754,2.502694420449292,2.502694420449292,-2564.3210097460305,143.06100514864977,143.06100514864977,-0.7109333242122348,0.12559183435475846,0.12559183435475846,OLS,Raw,s_AMP,1,0.7099991934843332,0.021207820626941633,0.18194901004822395,0.2254332458804813,7.686916687726138e-18,32.41,0.14152059048633792,0.007929010276332417,0.007929010276332417,4.586681695082233,0.256979187053941,0.256979187053941,0.1131485527571302,0.01998856124953833,0.39831618806301106,3.6671445948585895,0.6478292700975372,12.909427655122187
Vertical_Copolar,0.95,23.92995703850734,0.5518437950745897,0.5518437950745897,-1372.3623154706972,31.5375544852871,31.5375544852871,0.5447915846774266,0.02915572785226161,0.02915572785226161,OLS,Raw,s_AMP,1,0.9366635948114866,0.002372914801810327,0.8761921912756255,0.7610102369796172,1.9646812132239876e-23,31.56,3.638247474643608,0.08390087331110004,0.08390087331110004,114.81254244586316,2.647668319819082,2.647668319819082,0.08670627365627931,0.004640278207129485,0.08782866780071187,2.736449996592175,0.14644718021700653,2.7718727557904663
Vertical_Copolar,0.975,23.376863640824965,0.2560737785700814,0.2560737785700814,-1339.2295189415609,14.640639077758042,14.640639077758042,-0.15108609774282178,0.01178503296298139,0.01178503296298139,OLS,Raw,s_AMP,1,0.9861370434007479,0.00030454306863658096,0.9498943495366063,0.898654446175655,2.91975835124323e-22,30.75,3.9222439288051643,0.04296486640614443,0.04296486640614443,120.60093828636688,1.321081323850222,1.321081323850222,0.024046099288235336,0.0018756462505594138,0.04075540765564791,0.7394175531132365,0.057676122204701974,1.2532287854111732
Vertical_Copolar,1.0,22.379855650581586,0.8978553430104871,0.8978553430104871,-1283.956377240723,51.326222535044344,51.326222535044344,0.06237747155517355,0.04197745586567548,0.04197745586567548,OLS,Raw,s_AMP,1,0.9192102329787375,0.0013127916593042258,0.5225565104578487,0.43651137785735566,2.747668593091438e-20,29.98,4.276891584683428,0.17158421487337938,0.17158421487337938,128.217984077176,5.143965353089056,5.143965353089056,0.009927682935579966,0.006680919599444129,0.14289811602158825,0.2976319344086874,0.200293969591335,4.284085518327216
Vertical_Copolar,1.025,22.626925750988278,0.43825123754433354,0.43825123754433354,-1295.7941372501239,25.04963744991238,25.04963744991238,0.017631780265218683,0.01959546325018699,0.01959546325018699,OLS,Raw,s_AMP,1,0.9751285101500677,0.0005624478643852177,0.7846146386844496,0.535898476863694,7.559366740317547e-21,29.25,4.4335380628424055,0.08587130059662333,0.08587130059662333,129.67231936547154,2.5115676368310806,2.5115676368310806,0.0028061849847196827,0.0031187148384428367,0.0697498507713211,0.08208091080305072,0.09122240902445297,2.0401831350611426
Vertical_Copolar,1.05,25.9205439420435,0.34104859439299995,0.34104859439299995,-1484.8298145999336,19.4946943782363,19.4946943782363,-0.06556351128116936,0.014654565684923028,0.014654565684923028,OLS,Raw,s_AMP,1,0.9924721900175932,0.0001649163144081251,0.9444404108663076,0.6308040582226205,4.63839727516255e-20,28.55,4.1053113530074965,0.05401548168199632,0.05401548168199632,117.21346489270695,1.5422318117618714,1.5422318117618714,0.010434756906859348,0.002332346567620367,0.0542795696321888,0.2979123096908344,0.06658849450556148,1.5496817129989904
Vertical_Copolar,1.075,30.18946891384758,0.6561963400668015,0.6561963400668015,-1730.574245073093,37.51503540114831,37.51503540114831,-0.10184100011342812,0.028363557224039857,0.028363557224039857,OLS,Raw,s_AMP,1,0.9467584859954228,0.0011785192874838014,0.5174378967764108,0.39530698914758006,4.859107064205437e-20,27.89,3.6218597479853605,0.0787245087896567,0.0787245087896567,101.00523129114342,2.195443162315701,2.195443162315701,0.01620849857747436,0.004514200335875781,0.10443689116044179,0.45205502532575986,0.1259010473675755,2.9127448944647214
Vertical_Copolar,1.1,22.770618519041054,0.40178375025361146,0.40178375025361146,-1304.4255284386402,22.982771779830085,22.982771779830085,-0.01850705640153445,0.017023164923806514,0.017023164923806514,OLS,Raw,s_AMP,1,0.989384874051297,0.00015783223151817643,0.9962261308589538,0.9987086070895764,2.4544977908832715e-19,27.25,4.998575366306993,0.08819902520086316,0.08819902520086316,136.23047232394762,2.40376386892461,2.40376386892461,0.0029454895083847127,0.0027093208446923745,0.06394586990686182,0.08026458910348343,0.0738289930178672,1.7425249549619848
Vertical_Copolar,1.125,24.13843312879146,0.3698191862969893,0.3698191862969893,-1382.6522228314877,21.15100874778564,21.15100874778564,0.16391527298335143,0.014546746119003692,0.014546746119003692,OLS,Raw,s_AMP,1,0.9954939778157889,6.61559014019844e-05,0.9654839891762365,0.8385708439169026,2.704712281461961e-19,26.65,4.976849815860819,0.076249130977298,0.076249130977298,132.62418127944557,2.0319035018709433,2.0319035018709433,0.026087925943557785,0.002315186550742282,0.05885855154938837,0.6952432263958149,0.06169972157728181,1.5685803987912
Vertical_Copolar,1.15,23.73672085695509,0.6702379190126733,0.6702379190126733,-1359.6312775157344,38.33662896792375,38.33662896792375,-0.1176356274435605,0.024746733625075713,0.024746733625075713,OLS,Raw,s_AMP,1,0.9862024765625953,0.00017151193413800561,0.9839594488997757,0.925361084528803,1.9389418687775333e-18,26.07,5.236753215553166,0.1478666998161565,0.1478666998161565,136.51644508087716,3.854723599498583,3.854723599498583,0.018722291591359273,0.003938564981809218,0.10667167785849237,0.48809014178673626,0.10267838907576632,2.780930641770896
Vertical_Copolar,1.175,29.19806528128871,1.2595762276404505,1.2595762276404505,-1672.3146180328188,72.00025114358648,72.00025114358648,-0.37081639697255975,0.046660606351786024,0.046660606351786024,OLS,Raw,s_AMP,1,0.7874283256665754,0.002671337543276475,0.33870603383172015,0.2360639801899748,9.644176618819652e-17,25.51,4.563522160422023,0.19686592149862703,0.19686592149862703,116.43485324343733,5.0228866810645485,5.0228866810645485,0.05901726255770942,0.007426266148551835,0.20046778283002012,1.5055303678471674,0.1894440494495573,5.113933139993813
Vertical_Copolar,1.2,23.812541836307073,0.18591872105018706,0.18591872105018706,-1364.2107224492504,10.635658022132176,10.635658022132176,-0.018126258435027215,0.007696105925158403,0.007696105925158403,OLS,Raw,s_AMP,1,0.9940122010895546,6.68619239654026e-05,0.9999902894541207,0.9977262899591725,2.0695038370599692e-18,24.98,5.616623743757058,0.043852332532903986,0.043852332532903986,140.3184531501742,1.095549879922721,1.095549879922721,0.0028848836296957443,0.0012248733005477842,0.029589883468460487,0.0720643930697997,0.03059733504768365,0.739155289042143
Vertical_Copolar,1.225,22.485558155944265,0.4588386587591501,0.4588386587591501,-1288.502952577939,26.244212849962672,26.244212849962672,-0.023531032660005956,0.017075318770264383,0.017075318770264383,OLS,Raw,s_AMP,1,0.9766467989918836,0.00021705889743586201,0.9993128610252214,0.9972561558317745,1.857246753901309e-17,24.47,6.023788661817989,0.1229209918236549,0.1229209918236549,147.41929872644457,3.008227451315217,3.008227451315217,0.0037450801638967786,0.0027176213871574002,0.07302644062317412,0.09164211161055416,0.06650019534374157,1.7869570020490706
Vertical_Copolar,1.25,24.817518761902157,0.808958812251371,0.808958812251371,-1422.3889027402658,46.255629775064364,46.255629775064364,-0.4921790643334578,0.027984811823727078,0.027984811823727078,OLS,Raw,s_AMP,1,0.9219325684030396,0.0007224642265465451,0.3374858120686741,0.14686332936650653,4.450250887880334e-17,23.98,5.848614510213134,0.19064308132049207,0.19064308132049207,140.26964159290094,4.572268635981136,4.572268635981136,0.07833273097501378,0.004453921133242683,0.1287497937275542,1.8784188887808304,0.10680502877515954,3.08742005358675
Vertical_Copolar,1.275,23.85440563186534,0.17248135508459359,0.17248135508459359,-1366.7330840357804,9.870185708159385,9.870185708159385,-0.034794535756472955,0.006067200574005959,0.006067200574005959,OLS,Raw,s_AMP,1,0.9886075166256684,8.608592849410903e-05,0.9999993654819994,0.9999275913376904,3.346293548407332e-17,23.51,6.197867631544115,0.04481422108022047,0.04481422108022047,145.73129189170578,1.053722783607428,1.053722783607428,0.005537722358230371,0.0009656249620830331,0.027451260252901486,0.13019185264199604,0.02270184285857211,0.645379128545714
Vertical_Copolar,1.3,25.090401143220333,0.4464905237727289,0.4464905237727289,-1437.6989072432198,25.55062206051929,25.55062206051929,0.07488188584171661,0.015019611387093013,0.015019611387093013,OLS,Raw,s_AMP,1,0.9637877381320431,0.0002844528443112604,0.7968528595802891,0.893610782135864,4.174283236235334e-17,23.06,6.197121742201489,0.11027946969698278,0.11027946969698278,142.91156612460205,2.543150252876537,2.543150252876537,0.01191782227975221,0.0023904453955751717,0.07106117390211922,0.27482498177108594,0.055123670821963455,1.638670670182869
Vertical_Cruzada,1.0,23.739167791850143,0.6813459402935592,0.6813459402935592,-1361.1077733173063,38.92825293582243,38.92825293582243,-0.212465694510287,0.031948833097123375,0.031948833097123375,OLS,Raw,s_AMP,1,0.9184432659812147,0.0016654785061245574,0.5833878408252203,0.33738449596799025,1.534910552035822e-20,29.98,4.060550338195709,0.11654323826958651,0.11654323826958651,121.73223667204229,3.4938783864119007,3.4938783864119007,0.03381496551876475,0.005084814713425133,0.10843957435331533,1.0137726662525672,0.1524427451084855,3.2510184391123937
Vertical_Cruzada,1.05,16.680972298575547,0.3855203411044512,0.3855203411044512,-955.4404446994185,22.047223386888902,22.047223386888902,-0.32328642934213997,0.01393182697266993,0.01393182697266993,OLS,Raw,s_AMP,1,0.9365630268585985,0.00023158075962055128,0.9192982972837929,0.7465280660458108,1.3247659663550058e-15,28.55,5.575834852117129,0.1288652553133156,0.1288652553133156,159.1993557826915,3.679317299159661,3.679317299159661,0.05145263326433033,0.002217319129001415,0.06135746794924701,1.4689726796966311,0.0633044611329904,1.7517557099510022
Vertical_Cruzada,1.1,24.911305852337073,0.4310712428335437,0.4310712428335437,-1427.4179808760962,24.643440763012332,24.643440763012332,0.4960328729401316,0.018697707684059057,0.018697707684059057,OLS,Raw,s_AMP,1,0.9905118887374897,0.00016586769721893977,0.8980487761337416,0.5862805475240271,6.626188462091438e-19,27.25,4.657874395598725,0.08060098160148892,0.08060098160148892,126.94505582834601,2.196687853774831,2.196687853774831,0.078946083664496,0.0029758326024053134,0.06860711912172525,2.151280779857516,0.0810914384155448,1.869543996067013
Vertical_Cruzada,1.15,22.526526445786207,0.18537333677850595,0.18537333677850595,-1290.7474620299374,10.604007517936212,10.604007517936212,-0.2921443678577058,0.007173057814338932,0.007173057814338932,OLS,Raw,s_AMP,1,0.9919611449498957,8.907619152702866e-05,0.9999999999611776,0.9999999985815169,1.9415043525711665e-18,26.07,5.429361638192879,0.0446788316818946,0.0446788316818946,141.5375365986739,1.1647284148246484,1.1647284148246484,0.04649622024101091,0.001141627608235988,0.029503082865737863,1.2121564616831544,0.029762231746712206,0.7691453703097861
Vertical_Cruzada,1.2,19.871199731074633,0.3550892767322439,0.3550892767322439,-1138.9249793444153,20.309875725794964,20.309875725794964,-0.6907019761715806,0.012541162550465902,0.012541162550465902,OLS,Raw,s_AMP,1,0.964535991335034,0.0003741715810524977,0.9136048305926764,0.8037308755067805,4.790729555861434e-18,24.98,6.2439078222210185,0.11157578518563652,0.11157578518563652,155.98970612908883,2.787464907840163,2.787464907840163,0.10992863371104757,0.00199598801202561,0.05651421363086255,2.746017270101968,0.04985978054039974,1.4117250564989465
Vertical_Cruzada,1.3,35.72940053723404,0.7437762817205803,0.7437762817205803,-1686.8158659888584,42.56274475065887,42.56274475065887,0.7899138748604168,0.0248689488446037,0.0248689488446037,OLS,Raw,s_AMP,1,0.9849786269590246,0.00023495921758635328,0.9972809235885516,0.9898803869267399,1.6467746697261977e-14,23.06,4.503872399092527,0.09375677777885039,0.09375677777885039,103.8636136186389,2.162121143421641,2.162121143421641,0.12571869780090816,0.003958016138118158,0.11837567179034048,2.899073171288942,0.09127185214500473,2.729742991485251
Horizontal_Copolar,0.9,23.943240373836307,0.03342468673868737,0.0337098474762314,-1372.018828937571,1.8680175576805005,1.9170910743422407,-0.19779180548513767,0.0019448905568220376,0.001997310237670108,OLS,Raw,s_AMP,500,0.9627022683620783,0.0013744530550656147,0.6916712687077418,0.43340126868876455,8.428176939821386e-25,33.31,3.2441955543074283,0.004528886584635404,0.004567524512608357,108.06503993983293,0.1508584490234525,0.152145488956679,0.03147954354603032,0.00030953894589097605,0.0053650888567160805,1.0485835955182699,0.010310742287628414,0.17871110981721267
Horizontal_Copolar,0.925,24.133699706561927,0.029454436225567093,0.031602405465648076,-1383.557966528389,1.7737708171221942,1.7779141277929948,0.09497180549613574,0.0017388663758853423,0.0018095862624881026,OLS,Raw,s_AMP,500,0.9756018008784805,0.0008138592722693427,0.7218241758392266,0.32008079607738543,5.2675300962209894e-24,32.41,3.4098519159750755,0.0041616191060174414,0.004465105812067496,110.51328511418133,0.134878056330025,0.1447140590951136,0.015115232299072036,0.00027674917909844193,0.005029679043452221,0.48988467881292463,0.008969440894580502,0.16301189779828648
Horizontal_Copolar,0.95,21.638034042101136,0.03134393441633776,0.03180906985345189,-1239.4390193829709,1.8394955270957205,1.7574897020003375,0.014503363675513914,0.001814590203745827,0.0017478898850523637,OLS,Raw,s_AMP,500,0.9891254021402857,0.0002965730235059486,0.9999975789893251,0.9952486432790446,4.620356021481984e-23,31.56,4.003018348707643,0.0057986018667482144,0.005884651536777349,126.32365370296479,0.18298706385219324,0.18570254196673253,0.002308282020417479,0.0002888010006122779,0.005062570702332259,0.07284938056437563,0.00911455957932349,0.15977473136560608
