DATASET,WEIGHT,SMOOTH,FREQ,METHOD,ANGLE,PHASE,PREDICTED
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.10035643198967395,-0.11662290061826108,-0.10356687985041901
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.09599310885968812,-0.10140362954087045,-0.0941742893028703
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.0916297857297023,-0.08709192967451695,-0.0852362590590019
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.08726646259971647,-0.07367034772668046,-0.07675295928601855
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.08290313946973066,-0.0611388836973612,-0.06872455149372314
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.07853981633974483,-0.04897393881096068,-0.06115118853142576
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.074176493209759,-0.03811799086355605,-0.05403301458504117
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.06981317007977318,-0.029059732045705333,-0.04737016517434256
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.06544984694978737,-0.019949113350295145,-0.04116276715037159
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.061086523819801536,-0.01144935989308249,-0.035410938693047456
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.056723200689815706,-0.0041713369122662325,-0.030114789308889556
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.05235987755982988,0.001378810109075701,-0.025274419828949846
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.04799655442984406,0.005881759579221102,-0.020889922406876593
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.04363323129985824,0.009058258817850717,-0.01696138051719487
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.039269908169872414,0.011135200627724107,-0.013488868953672295
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.03490658503988659,0.013299408900196985,-0.010472453827915729
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.030543261909900768,0.014416419621473331,-0.007912192568138465
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.026179938779914945,0.014241886696273909,-0.005808133918009162
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.021816615649929122,0.012444197566719772,-0.004160317935774316
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.017453292519943295,0.010751228192285245,-0.0029687759934837743
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.013089969389957472,0.008272860654453318,-0.002233530776372561
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.008726646259971648,0.005724679946541578,-0.0019545962824487617
Horizontal_Copolar,Amplitude,False,0.9,OLS,-0.004363323129985824,0.002932153143350602,-0.0021319778222235186
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.0,0.0,-0.002765672018608001
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.004363323129985825,-0.002949606435870278,-0.0038556668069773536
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.008726646259971648,-0.006597344572538466,-0.005401941435405178
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.01308996938995747,-0.010698868314725107,-0.007404466465054327
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.0174532925199433,-0.015934856070707992,-0.009863203770724027
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.021816615649929122,-0.0211708438266911,-0.012778106541606604
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.026179938779914945,-0.02617993877991487,-0.016149119282154345
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.030543261909900768,-0.030874874467779367,-0.019976177813152418
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.03490658503988659,-0.035918876006043154,-0.02425920927290548
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.039269908169872414,-0.04185299546282395,-0.028998132118680076
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.043633231299858244,-0.04782202150464454,-0.034192856128214544
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.04799655442984407,-0.05426228644450348,-0.03984328240145274
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.05235987755982989,-0.061592669302879655,-0.04594930336242342
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.056723200689815706,-0.06932447788921459,-0.05251080276128306
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.061086523819801536,-0.07714355293814923,-0.05952765567654694
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.06544984694978737,-0.08515461420480297,-0.06699972851744818
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.06981317007977318,-0.0928515162060981,-0.07492687902649209
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.07417649320975901,-0.1009847505203918,-0.08330895628215629
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.07853981633974483,-0.10974630336540336,-0.09214580070177902
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.08290313946973066,-0.11847294962537491,-0.10143724404457544
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.08726646259971647,-0.12777555453850464,-0.11118310941485987
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.0916297857297023,-0.13802063724771152,-0.12138321126540319
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.09599310885968813,-0.14828317324943807,-0.13203735540096773
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.10035643198967395,-0.159732533142521,-0.1431453389820092
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.10471975511965978,-0.17001252243676745,-0.15470695052853145
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.1090830782496456,-0.18043213807117353,-0.1667219699241116
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.11344640137963143,-0.19189895125677636,-0.1791901684201065
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.11780972450961726,-0.20284216566678093,-0.19211130863998704
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.12217304763960306,-0.21343631422638643,-0.20548514458387146
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.12653637076958887,-0.2247285944867896,-0.2193114216331935
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.1308996938995747,-0.2373298716861889,-0.23358987655557328
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.13526301702956053,-0.2500882285182673,-0.24832023750981236
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.13962634015954636,-0.2628814919353857,-0.2635022240510665
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.14398966328953217,-0.27469737097138736,-0.2791355471362067
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.148352986419518,-0.28740336792590604,-0.2952199091292833
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.15271630954950383,-0.2992192469619075,-0.3117550038072423
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.15707963267948966,-0.31140164514082813,-0.328740516365702
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.16144295580947546,-0.3234444169795889,-0.34617612342499626
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.1658062789394613,-0.33564426845102924,-0.3640614930362993
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.17016960206944712,-0.34684928224883294,-0.38239628468795317
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.17453292519943295,-0.3593632929856321,-0.40118014931195134
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.17889624832941878,-0.3736226329744259,-0.42041272929059303
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.18325957145940458,-0.3896622088002537,-0.4400936584632724
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.1876228945893904,-0.40622538340168,-0.46022256213347035
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.19198621771937624,-0.4218809867920692,-0.48079905707588466
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.19634954084936207,-0.4374318704273388,-0.501822751543699
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.2007128639793479,-0.4529303941850482,-0.5232932452760792
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.2050761871093337,-0.4694935687864743,-0.5452101295057794
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.20943951023931953,-0.4864407158233395,-0.5675729869669048
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.21380283336930536,-0.503859101758243,-0.590381391902902
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.2181661564992912,-0.5213996607407858,-0.6136349100746017
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.222529479629277,-0.5385387939953701,-0.6373330987685435
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.22689280275926282,-0.5573359900393491,-0.6614755068053775
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.23125612588924865,-0.5771803836345246,-0.6860616745484549
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.23561944901923448,-0.5969549640596206,-0.7110911339125785
Horizontal_Copolar,Amplitude,False,0.9,OLS,0.2399827721492203,-0.6173578630154342,-0.7365634083729233
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.23125612588924868,-0.5880537848744494,-0.677744078557879
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.22689280275926285,-0.56632443568712,-0.6534425825051322
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.22252947962927702,-0.5482253713439388,-0.6295881277068602
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.21816615649929122,-0.5307895321165155,-0.6061811683174874
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.2138028333693054,-0.5122715887528556,-0.5832221499717818
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.20943951023931956,-0.49535934830103057,-0.5607115097763575
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.20507618710933373,-0.4790056132098437,-0.5386496763013682
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.2007128639793479,-0.4622504523906981,-0.5170370695723037
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.1963495408493621,-0.4451287724286338,-0.49587410106205
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.19198621771937627,-0.4223347723975878,-0.475161173683027
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.18762289458939044,-0.40219367282957325,-0.45489868177950754
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.1832595714594046,-0.3877074400380203,-0.43508701112012815
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.17889624832941878,-0.37166786421219244,-0.4157265388905458
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.17453292519943298,-0.357652870318678,-0.396817633686247
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.17016960206944715,-0.34369023630272333,-0.37836065550552433
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.16580627893946132,-0.32932617655881,-0.3603559557426337
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.16144295580947549,-0.3147875838896972,-0.3428038771811117
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.15707963267948968,-0.3005980570709833,-0.3257047539872353
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.15271630954950385,-0.2869670356129076,-0.3090589117036622
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.14835298641951802,-0.27382470634539036,-0.29286666724322785
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.1439896632895322,-0.2580992897849214,-0.2771283288829238
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.13962634015954636,-0.23972097276142112,-0.2618441962580391
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.13526301702956056,-0.22809707994313888,-0.24701456035642266
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.13089969389957473,-0.21820106308433102,-0.23263970351295882
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.1265363707695889,-0.2093696970692397,-0.21871989940420633
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.12217304763960307,-0.20053833105414848,-0.2052554130431723
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.11780972450961724,-0.1927716158827737,-0.19224650077426375
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.11344640137963143,-0.18428931571808121,-0.179693410268424
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.1090830782496456,-0.17584192213842864,-0.16759638051839332
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.10471975511965977,-0.16671385015049833,-0.1559556418341863
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.10035643198967395,-0.15781267096532725,-0.14477141583869013
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.09599310885968812,-0.15006340908647237,-0.13404391546343675
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.0916297857297023,-0.14304718549345524,-0.1237733449445777
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.08726646259971647,-0.13693853311147508,-0.11395989981897259
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.08290313946973066,-0.13044590829405617,-0.1046037669204658
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.07853981633974483,-0.12283627275536085,-0.09570512437634093
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.074176493209759,-0.11519173063162574,-0.08726414160392792
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.06981317007977318,-0.10698868314725235,-0.0792809793073701
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.06544984694978737,-0.1001818990644745,-0.07175578947456884
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.061086523819801536,-0.09480628496833193,-0.06468871537429521
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.056723200689815706,-0.08829620685839312,-0.058079891553450835
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.05235987755982988,-0.0798313599862206,-0.051929443834509925
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.04799655442984406,-0.06733480254194119,-0.04623748931313898
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.04363323129985824,-0.05263913024014899,-0.04100413635593725
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.039269908169872414,-0.041556289489984966,-0.03622948459841524
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.03490658503988659,-0.034801865284766864,-0.03191362494305139
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.030543261909900768,-0.028466320100027476,-0.028056639557593854
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.026179938779914945,-0.021729349187329383,-0.024658601873486674
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.021816615649929122,-0.017156586547104224,-0.021719576584462885
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.017453292519943295,-0.012758356832078488,-0.019239619645336603
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.013089969389957472,-0.00862192650485194,-0.017218778270905233
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.008726646259971648,-0.0037175513067478905,-0.0156570909350755
Horizontal_Copolar,Amplitude,False,0.925,OLS,-0.004363323129985824,-0.0022689280275925983,-0.0145545873701316
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.0,0.0,-0.01391128856614543
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.004363323129985825,0.0031415926535898198,-0.01372720677060002
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.008726646259971648,0.0033335788713092507,-0.014002345488147938
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.01308996938995747,0.003019419605950202,-0.014736699480547344
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.0174532925199433,0.002740166925631171,-0.015930254766747254
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.021816615649929122,0.0009773843811169414,-0.01758298862318597
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.026179938779914945,-0.0016231562043547143,-0.01969486958418898
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.030543261909900768,-0.002844886680750669,-0.022265857442587134
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.03490658503988659,-0.006911503837897515,-0.025295903250473373
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.039269908169872414,-0.011780972450961658,-0.02878494932015485
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.043633231299858244,-0.02083923126881221,-0.03273292922521165
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.04799655442984407,-0.03239331091701475,-0.03713976780180772
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.05235987755982989,-0.042097341558103185,-0.04200538115007646
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.056723200689815706,-0.05064945489287542,-0.047329676635765594
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.061086523819801536,-0.056409041424456685,-0.05311255289196026
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.06544984694978737,-0.0629016662418756,-0.05935389982102279
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.06981317007977318,-0.07005751617505235,-0.06605359859671722
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.07417649320975901,-0.0768119403802704,-0.0732115216664262
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.07853981633974483,-0.08466592201424489,-0.0808275327536272
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.08290313946973066,-0.09297368925373795,-0.08890148686043275
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.08726646259971647,-0.10204940136410845,-0.09743323027039708
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.0916297857297023,-0.1119279649303963,-0.10642260055142927
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.09599310885968813,-0.12154472910888503,-0.11586942655887356
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.10035643198967395,-0.13152801243029266,-0.12577352843878487
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.10471975511965978,-0.14257594659541672,-0.13613471763133234
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.1090830782496456,-0.15414747953613916,-0.14695279687441243
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.11344640137963143,-0.16692328966073766,-0.15822756020738993
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.11780972450961726,-0.17921040759477774,-0.16995879297502725
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.12217304763960306,-0.19193385784181638,-0.1821462718315594
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.12653637076958887,-0.2044478685786157,-0.1947897647449537
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.1308996938995747,-0.21809634332921135,-0.20788903100133638
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.13526301702956053,-0.23270474916840395,-0.22144382120955086
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.13962634015954636,-0.24617869099380013,-0.23545387730594314
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.14398966328953217,-0.2658660049562962,-0.2499189325592326
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.148352986419518,-0.28612927757195034,-0.2648387115756172
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.15271630954950383,-0.3010867492615418,-0.28021293030401395
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.15707963267948966,-0.3155031688830149,-0.2960412960414551
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.16144295580947546,-0.3305130004501662,-0.3123235074386841
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.1658062789394613,-0.34594171103779603,-0.32905925450585727
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.17016960206944712,-0.36124824857778626,-0.3462482186184701
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.17453292519943295,-0.3762929867299774,-0.3638900725234322
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.17889624832941878,-0.391198098542009,-0.3819844803452739
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.18325957145940458,-0.4073598474154765,-0.4005310975925518
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.1876228945893904,-0.4223347723975878,-0.4195295711644036
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.19198621771937624,-0.4403989301557292,-0.43897953935728395
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.19634954084936207,-0.4645368337108107,-0.4588806318718355
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.2007128639793479,-0.4813443544075161,-0.47923246981994083
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.2050761871093337,-0.49724430389318447,-0.5000346657319383
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.20943951023931953,-0.5122890420453756,-0.521286823564008
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.21380283336930536,-0.5284507909188431,-0.5429885387056999
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.2181661564992912,-0.5432162763907151,-0.5651393979876396
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.222529479629277,-0.5584879073456654,-0.5877389796893979
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.22689280275926282,-0.5741784173210945,-0.6107868535475056
Horizontal_Copolar,Amplitude,False,0.925,OLS,0.23125612588924865,-0.596501178454102,-0.6342825807636814
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.22252947962927702,-0.5181882549171162,-0.5312919253939903
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.21816615649929122,-0.5033180496901246,-0.5105864894666183
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.2138028333693054,-0.4890063498237711,-0.49028324961726
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.20943951023931956,-0.4744852104471784,-0.47038259239035085
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.20507618710933373,-0.46054002972374386,-0.4508848966657091
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.2007128639793479,-0.4459665304695908,-0.431790533651359
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.1963495408493621,-0.43006658098392236,-0.41309986687644695
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.19198621771937627,-0.4071678611977574,-0.39481325218432417
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.18762289458939044,-0.3929608810865237,-0.3769310377257824
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.1832595714594046,-0.3795742057237268,-0.3594535639523997
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.17889624832941878,-0.36566393158533206,-0.3423811636100851
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.17453292519943298,-0.35128241854889897,-0.3257141617327406
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.17016960206944715,-0.33777357013846254,-0.30945287563604396
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.16580627893946132,-0.32396801575518763,-0.2935976149114481
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.16144295580947549,-0.3094119697935547,-0.2781486814202694
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.15707963267948968,-0.2957809483354792,-0.2631063692879181
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.15271630954950385,-0.28152160834668516,-0.24847096489834541
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.14835298641951802,-0.2611361626833917,-0.23424274688855462
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.1439896632895322,-0.24143139542837577,-0.22042198614329678
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.13962634015954636,-0.22774801409274037,-0.20700894578994422
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.13526301702956056,-0.2131047016685077,-0.19400388119344925
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.13089969389957473,-0.19936896045531238,-0.1814070399514911
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.1265363707695889,-0.18552849948699723,-0.1692186618897722
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.12217304763960307,-0.1720196510765608,-0.15743897905743864
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.11780972450961724,-0.15810937693816607,-0.14606821572267492
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.11344640137963143,-0.14514158059584847,-0.13510658836842637
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.1090830782496456,-0.13261011656652943,-0.12455430568827097
Horizontal_Copolar,Amplitude,False,0.95,OLS,-0.10471975511965977,-0.12034045192500908,-0.1144115685824616
