DATASET,WEIGHT,SMOOTH,FREQ,DZ,DZ_err_low,DZ_err_high,PHI_0,PHI_0_err_low,PHI_0_err_high,DXY,DXY_err_low,DXY_err_high,R2,Chi2,cramer,KS,KS_res,Wavelength_cm,DZ_phys,DZ_err_low_phys,DZ_err_high_phys,DXY_phys,DXY_err_low_phys,DXY_err_high_phys
Horizontal_Copolar,Amplitude,True,1.2,-3.876177840980421,7.843265380120615,7.8496490248912,-1429.3837758283933,-1430.534534320911,-1428.2606638259101,0.009346379451350893,0.018810256202775176,0.018572590747837632,0.9927715003979196,7.644498165770006e-05,0.9991795698104602,0.9750686445483481,5.0258381801704896e-18,24.98,-96.83740688272113,292.7833908037764,292.9428715168408,0.23349783909343128,0.2364332394598784,0.23049571355009388
Horizontal_Copolar,Amplitude,True,1.225,-4.324544077638146,8.741107831902314,8.749096476710509,-1591.8537843561405,-1593.252651996986,-1590.3803165331362,0.016616062403976582,0.03335416138799466,0.03311849803165064,0.9770277763193158,0.0002717498591091669,0.9549680811426208,0.910829140359655,9.677359342160765e-18,24.47,-105.833934593019,319.7537878639615,319.94929279972786,0.40664246451996156,0.40962904789110866,0.4038616930454839
Horizontal_Copolar,Amplitude,True,1.25,-4.393877895437912,8.883254353559824,8.888132159367998,-1617.0463227650919,-1617.909226845184,-1616.1601205328966,0.018102126453988787,9.01437216769066e-05,9.003075877690031e-05,0.9932810841364641,8.234867729178704e-05,0.999982858880294,0.9966899221363298,1.5490783817476445e-17,23.98,-105.38011635401588,318.43072896944796,318.5477153208783,0.43415047877344976,0.4319885261418667,0.43199123537590317
Horizontal_Copolar,Amplitude,True,1.275,-4.263452121961573,8.624087194929093,8.629651979333435,-1570.7759713172366,-1571.7753774531086,-1569.759334882052,0.0076721840413366904,0.00010930008705831509,0.00010810650676758207,0.9909492378084132,9.323635360281797e-05,0.9999954153150146,0.9999275913376904,5.4226283566632104e-17,23.51,-100.24712087907261,303.026438382925,303.1572839040872,0.18039709113574118,0.17782710354681364,0.17785516836008258
Horizontal_Copolar,Amplitude,True,1.3,-4.5321144707343555,9.161202428468759,9.170940334499608,-1668.3357808721764,-1670.1384604621173,-1666.6541965002818,0.009454110183226318,0.00017176533371088785,0.00017016604100147763,0.9742851072749037,0.0002657594061886905,0.9013991068617997,0.776789218251814,5.073307952787856e-17,23.06,-104.51490285529395,315.7810101065415,316.0055755515232,0.21802084077171138,0.21405976757229775,0.21409664879479123
Horizontal_Copolar,Uniform,False,0.9,-3.3683433549917545,6.80379150097046,6.810991063481194,-1238.9185853314866,-1240.2053624355692,-1237.679533556484,0.011678967408660592,0.023565644271304413,0.02315909616052378,0.9856860218439595,0.0005274822393410457,0.45023875317859097,0.10800780922968767,6.043958197535593e-25,33.31,-112.20043708677161,338.83659017515424,339.07640956866726,0.3890295940382499,0.395948452678191,0.3824062240752819
Horizontal_Copolar,Uniform,False,0.925,-3.4561524434793847,6.981775346947527,6.9878249767962295,-1271.6777464728061,-1272.7460543057214,-1270.5739486908678,0.0007765258049410184,0.0016926122685814442,0.0014144380515007608,0.9911953239078527,0.0002937006637757128,0.627950081769598,0.13441979335135837,5.780087658370019e-24,32.41,-112.01388500036657,338.29319229390194,338.4892607698298,0.025167197812291507,0.029690358127058475,0.020674733014534832
Horizontal_Copolar,Uniform,False,0.95,-3.359596767843616,6.791116036023034,6.796210218956684,-1235.9647127422268,-1236.9036623723323,-1235.0323988018304,0.013491793249725662,0.00014308119133475336,0.0001476099961775796,0.9922822068211081,0.0002104803586656667,0.9999697820020017,0.9952486432790446,2.4912772420164172e-23,31.56,-106.0191339916519,320.32706757086896,320.4878252154143,0.4257618801224278,0.42124665253886845,0.4211037365877492
Horizontal_Copolar,Uniform,False,0.975,-3.593437549145487,7.260078588176395,7.266693549468058,-1320.7635527455116,-1321.9595269966608,-1319.6261721173996,0.007494236391972403,0.015172025953386289,0.014808534489048548,0.9928185451248057,0.00019031578883343283,0.9733860397647544,0.9052627264915449,3.1823813160367507e-22,30.75,-110.49081800285347,333.72331084619407,333.92670730826615,0.23043236397768802,0.23607624662800109,0.22489963128894153
Horizontal_Copolar,Uniform,False,1.0,-3.840408364273233,7.7537492024321075,7.7644926674452215,-1412.0461957676496,-1413.9680238609947,-1410.128390028057,0.030678990532118842,0.06160663243441111,0.06110136553947924,0.980718086800342,0.0005107266943871857,0.5949161747683719,0.18761407787239476,4.095371807791877e-21,29.98,-115.1325463249232,347.58409953618934,347.90618051456113,0.9197329980582636,0.9271873786031997,0.9120398581654341
Horizontal_Copolar,Uniform,False,1.025,-3.5286710479861387,7.1331864517648444,7.142223406839165,-1299.5196375139726,-1301.1757904335095,-1297.9372106940684,0.014824304554187094,0.02988501626187838,0.02940021363698172,0.9844078562632124,0.000316445792809197,0.6586843726568552,0.32490127949287523,7.862191293587258e-21,29.25,-103.20672848284883,311.8384845557153,312.1027978215266,0.43358192199417983,0.440496368983234,0.42631684014785626
Horizontal_Copolar,Uniform,False,1.05,-3.8869692417769537,7.851722686215503,7.860906926228626,-1429.4749150323298,-1431.1651915848258,-1427.8801333819406,0.016958152556023513,0.034126041145097555,0.03370371831290622,0.9894543984338379,0.00023578618597534088,0.5869367778356207,0.31234052478072455,1.6726471659763662e-20,28.55,-110.97943458692468,335.15917207596357,335.421397398668,0.4841834512294544,0.49017176369415805,0.47811374465299983
Horizontal_Copolar,Uniform,False,1.075,-3.682129052468739,7.445582010255171,7.451536874476584,-1357.2129406014465,-1358.3204608669332,-1356.1799514690274,0.014127693455609878,0.028366423243531953,0.028147082115488713,0.9937791172254974,0.00010455294423505951,0.8538794624257995,0.38121493267456624,6.263975069969477e-20,27.89,-102.68600179654085,310.3259396658412,310.49200695718946,0.39398846017933015,0.3970850048296723,0.3909680917211536
Horizontal_Copolar,Uniform,False,1.1,-3.574240949941613,7.2314027731506965,7.237904926261458,-1317.5651773587176,-1318.7257643183714,-1316.4273205489665,0.009168983611082414,0.00015900012573494098,0.00014891701999564418,0.9945765231654845,8.576662593709383e-05,0.959459508030619,0.9429696194116872,4.593346136674562e-20,27.25,-97.41186180611375,294.4954992743741,294.67270804377114,0.24989019401164664,0.24555682687379327,0.24583163042414397
Horizontal_Copolar,Uniform,False,1.125,-3.5687885690336016,7.222566230806402,7.229254857032057,-1317.0189718529202,-1318.1678324955717,-1315.8200701274259,0.0401132191936747,0.00015564949032114556,0.0001569884579431871,0.992524308899408,0.00012345494766313606,0.6864543024252057,0.38121493267456624,6.610425312819093e-20,26.65,-95.10185752825655,287.5703804972562,287.748620470308,1.0689458293657348,1.0647980477399728,1.064762366638231
Horizontal_Copolar,Uniform,False,1.15,-3.7891062750579962,7.664368728903649,7.672475451947533,-1396.825165132272,-1398.2850278088251,-1395.3623137253217,0.0033973184870569008,0.006960641929284923,0.006630081633330441,0.9933615777525574,8.846205943054768e-05,0.8771582472092047,0.5705171228607941,9.051728819888598e-19,26.07,-98.77786815850963,298.5796020938453,298.7909355223368,0.08856438781248951,0.09289195594735306,0.0842746095437529
Horizontal_Copolar,Uniform,False,1.175,-3.7308740187525142,7.550436142369703,7.557295944179931,-1376.534285088637,-1377.8276591652536,-1375.3133571443043,0.0015405780075181416,0.0032310806071202025,0.0029314247850233694,0.9959047434181955,4.812126684876225e-05,0.996286877742494,0.9780177907450375,2.950827205846206e-18,25.51,-95.1904589421408,287.83418746069833,288.00921017100313,0.03930669511613669,0.0431319089012844,0.0354864148195465
Horizontal_Copolar,Uniform,False,1.2,-3.722753146056084,7.536448712733883,7.542688761195027,-1374.305696660513,-1375.4474984927692,-1373.1700961847973,0.0045391771254071735,0.009204029398661388,0.008955325616447605,0.9955812509245897,4.6730471137122034e-05,0.9963861721142193,0.910829140359655,6.278980320920179e-18,24.98,-93.0044430152822,281.28531669706774,281.4412099859182,0.1134009223102659,0.11654062743381403,0.11032733425183348
Horizontal_Copolar,Uniform,False,1.225,-3.935404089444264,7.961685519899021,7.9722182107576245,-1452.1268860730875,-1454.1096127900707,-1450.249802747623,0.009300023871359137,0.018807770496268778,0.0183888997591682,0.9909852095021346,0.0001066404402876072,0.8730834513032042,0.41397027807156755,1.0619235923013604e-17,24.47,-96.31056858757125,291.15573363520684,291.4134986378072,0.2275981237431373,0.23268169230390737,0.22243073002964994
Horizontal_Copolar,Uniform,False,1.25,-4.200915178931332,8.495722826722478,8.504027377299156,-1547.775226874906,-1549.2925672922358,-1546.271332780575,0.022913664654167526,0.00014780327842811233,0.00015230382957540436,0.9963328318113139,4.494571086739161e-05,0.9902462781635571,0.7906561065069353,1.5659061674761283e-17,23.98,-100.7522149873067,304.50850528409387,304.7076766144913,0.5495475078768481,0.5460026832256144,0.5458947447223502
Horizontal_Copolar,Uniform,False,1.275,-4.07196184664096,8.239913359126284,8.247704385782717,-1502.027315110093,-1503.4582348151791,-1500.6568788382524,0.015758287378407017,0.00014933472628129302,0.0001482755752733149,0.9956619064660466,4.468883549605933e-05,0.9913179675045591,0.9679631089866633,4.9809961095028426e-17,23.51,-95.74458438327156,289.49077102166416,289.67396247512886,0.37052672212102084,0.36701539469697175,0.367040298656507
Horizontal_Copolar,Uniform,False,1.3,-4.083036229964081,8.260935127534406,8.274991114907845,-1507.0612947433456,-1509.5829733552239,-1504.573502499019,0.009340216142379494,0.00023230879261103982,0.0002260879932045115,0.9890815766097836,0.00011284020305745872,0.6512981666764055,0.2788029160571654,5.37241425789597e-17,23.06,-94.15872826799885,284.6638088266206,284.9879533654129,0.21539433504424818,0.21003707166333466,0.21018052925908912
Horizontal_Copolar,Uniform,True,0.9,-3.3602006039723906,6.787133984789316,6.794999729900859,-1236.0202017178271,-1237.4389403267649,-1234.6713542990205,0.01610664247283816,0.03243990356304166,0.03199744308309917,0.985274059877534,0.0005426633873213335,0.43379362468725835,0.07727385155673482,7.24842250938808e-25,33.31,-111.92919982644084,338.01048650147675,338.27249661936463,0.536516659673261,0.5440653877097631,0.5293269082820052
Horizontal_Copolar,Uniform,True,0.925,-3.458627374990767,6.986771516167989,6.99273985928026,-1272.563942020523,-1273.6650511890202,-1271.5036739372956,0.005196220320729495,0.010537619684227572,0.010241462054909334,0.9908142536156457,0.0003064121589624835,0.6325922734136131,0.13441979335135837,6.357414076269018e-24,32.41,-112.09409751941294,338.5353306346982,338.72876460786733,0.1684094770011939,0.1731147291181323,0.16351626169664396
Horizontal_Copolar,Uniform,True,0.95,-3.359634880000535,6.791229441612922,6.796099179027513,-1235.963639922085,-1236.8219606715709,-1235.0784236652091,0.009667489684166346,0.00012139824507378418,0.00012043478125924566,0.9919038236643773,0.0002207996585867306,0.9999953902711302,0.9952486432790446,2.883853482668273e-23,31.56,-106.0203367008311,320.33184903168427,320.4855238263511,0.30507794685324974,0.30124697019140173,0.3012773743161548
Horizontal_Copolar,Uniform,True,0.975,-3.5916848282691842,7.256481062336632,7.263412373824391,-1320.1473073550703,-1321.4679212728297,-1318.9317013811722,0.01167480305566205,0.023542562431558882,0.023156934811452416,0.9923712376588909,0.00020216988730040503,0.9740918980852574,0.9052627264915449,2.21872990784172e-22,30.75,-110.43692543878221,333.55880175758733,333.7719253379031,0.3589761953561884,0.364909205564375,0.35305194893828196
Horizontal_Copolar,Uniform,True,1.0,-3.8308736599978146,7.734716210354043,7.745546694040899,-1408.6497172216245,-1410.5938260173957,-1406.7501676974953,0.03512984966105999,0.07052877154960832,0.06999681018569484,0.9802508756912574,0.0005231018763959929,0.5795989896578859,0.18761407787239476,3.0383143854005925e-21,29.98,-114.84670308182011,346.72766154526846,347.0523512778496,1.0531663979059642,1.0612329803517908,1.0452851798669252
Horizontal_Copolar,Uniform,True,1.025,-3.5376863605128404,7.151690893147675,7.159834070890753,-1302.7584376346522,-1304.2033047086543,-1301.3106066383539,0.018823106678451634,0.03786085039479935,0.03743807865037045,0.984050260981962,0.00032370326325010254,0.6677261204822214,0.32490127949287523,7.011020668791665e-21,29.25,-103.47040874646035,312.64338354772445,312.881555574215,0.5505390652028519,0.5568167788778473,0.5444515320061121
Horizontal_Copolar,Uniform,True,1.05,-3.883439466806826,7.844879068323655,7.853672603054148,-1428.2236129748896,-1429.7721103671865,-1426.6863952006292,0.021348893652523415,0.04289172623357098,0.0425018946384414,0.9890167808285698,0.0002455707568615505,0.5995965978435618,0.23252298760278184,1.8884915459770155e-20,28.55,-110.87865364268836,334.8629944622596,335.11406449953233,0.6095464098733897,0.6150836887385461,0.6039533485375977
Horizontal_Copolar,Uniform,True,1.075,-3.678250971482175,7.437719545827823,7.443929509530657,-1355.8352317191557,-1356.9488758774773,-1354.7305337264831,0.01801376132228181,0.03615246899689385,0.03590832445550492,0.9933234505762144,0.000112211228677828,0.8489275760264634,0.38121493267456624,5.685266939392828e-20,27.89,-102.57785115177015,309.9985232037112,310.171704625345,0.5023618404309017,0.5058463031363171,0.49903768060885
Horizontal_Copolar,Uniform,True,1.1,-3.576907469878501,7.2375539837487,7.242663976938154,-1318.5198191286681,-1319.4530167769626,-1317.5893217734063,0.005144282673760116,0.0001261590339704955,0.0001285500117852393,0.9941287368175176,9.284789969886414e-05,0.9704543452932065,0.9429696194116872,5.686384871944226e-20,27.25,-97.48453476667608,294.73581646628656,294.87508350434376,0.14020155885575977,0.13676323822913064,0.13669807485493923
Horizontal_Copolar,Uniform,True,1.125,-3.5711156022044466,7.227541591888857,7.233279699900914,-1317.8255521944584,-1318.8941006594669,-1316.8205666723406,0.036412812965658056,0.00014192993488200412,0.0001432451389849973,0.9921203281430754,0.00013012636070827946,0.7245913734128893,0.49243785106712834,8.283914944610758e-20,26.65,-95.16386881662412,287.7649762948102,287.91788665082834,0.9703365957039021,0.9665544157890527,0.9665193679427586
Horizontal_Copolar,Uniform,True,1.15,-3.7816777610825163,7.6499554336718845,7.657233996508482,-1394.1635476290028,-1395.485434224267,-1392.895130505772,0.007302147784072149,0.014761683001209305,0.014443723590372238,0.9928942748521475,9.46892283883601e-05,0.8565008428746056,0.5705171228607941,9.056468414388022e-19,26.07,-98.58421490077082,298.0102099486795,298.1999541437657,0.1903590289448907,0.1944619476767923,0.1861730926055683
Horizontal_Copolar,Uniform,True,1.175,-3.7326865599265497,7.554677912873553,7.560446377995323,-1377.1875973172234,-1378.244370502884,-1376.1745060834967,0.005092086180503761,0.010305662467876066,0.0100621156730345,0.9954712055992688,5.32155481610226e-05,0.9982164944478359,0.9780177907450375,3.4602718994274085e-18,25.51,-95.23670457395274,287.9886586929887,288.13583676428595,0.12992076871498334,0.13302049788611556,0.1268065836509177
Horizontal_Copolar,Uniform,True,1.2,-3.720038205548785,7.531477830521922,7.53687724825023,-1373.335484096225,-1374.3232883385483,-1372.3657083633798,0.008348031639408842,0.016805980555258684,0.016587270303159915,0.9950849266561227,5.197934734765833e-05,0.9947573409881727,0.910829140359655,6.396649997692233e-18,24.98,-92.93661645794829,281.0933040566712,281.22819611604933,0.20855641038667888,0.2113024412600883,0.20583846758788077
