DATASET,FREQ,DZ,DZ_err_low,DZ_err_high,PHI_0,PHI_0_err_low,PHI_0_err_high,DXY,DXY_err_low,DXY_err_high,METHOD,SMOOTH,WEIGHT,BOOTSTRAP,R2,Chi2,cramer,KS,KS_res,Wavelength_cm,DZ_lambda,DZ_err_low_lambda,DZ_err_high_lambda,DZ_phys,DZ_err_low_phys,DZ_err_high_phys,DXY_lam,DXY_lam_err_low,DXY_lam_err_high,DXY_phys,DXY_err_low_phys,DXY_err_high_phys
Horizontal_Copolar,0.9,23.57970400165421,0.42797377950921384,0.42797377950921384,-1351.1487420404624,24.44737176717681,24.44737176717681,-0.2220619371230284,0.024713818802662102,0.024713818802662102,OLS,Raw,s_AMP,1,0.9643496686940123,0.0013137449551435122,0.7232812533987419,0.43340126868876455,1.7705799993209405e-24,33.31,3.302054164933904,0.05993258443836965,0.05993258443836965,109.99232606163027,1.9963707558968207,1.9963707558968207,0.03534225496569163,0.0039333264251211,0.06811414252261229,1.1772505129071882,0.13101910322078383,2.2688820874282154
Horizontal_Copolar,0.925,23.629523504661787,0.3141376604486462,0.3141376604486462,-1354.6989146069595,17.935748945921446,17.935748945921446,0.053856619793481164,0.015657296057416385,0.015657296057416385,OLS,Raw,s_AMP,1,0.9843166740526009,0.000523154195878955,0.7291795861462348,0.32008079607738543,6.894447234528964e-24,32.41,3.49009405069678,0.04639831097801555,0.04639831097801555,113.11393233616911,1.503769048124072,1.503769048124072,0.00857154725835334,0.002491936062991062,0.04999656147172543,0.2778038466432317,0.08076364780154031,1.620388557298621
Horizontal_Copolar,0.95,21.32139360778198,0.3863083951550031,0.3863083951550031,-1221.4537148384372,22.066984557492265,22.066984557492265,0.02505350857990193,0.017439341219974328,0.017439341219974328,OLS,Raw,s_AMP,1,0.9898769775329395,0.0002760759909289778,0.9913900758205196,0.8291131528805725,3.834772882558259e-23,31.56,4.053413239012302,0.07344114517408318,0.07344114517408318,127.91397033823576,2.3175896242182352,2.3175896242182352,0.003987389732286604,0.0027755573594251586,0.06148289064681593,0.12584201995096522,0.08759659026345801,1.9404000288135108
Horizontal_Copolar,0.975,23.378838224416235,0.28918587790370304,0.28918587790370304,-1339.101323152906,16.52276382295626,16.52276382295626,-0.026908541260518358,0.014106128617875455,0.014106128617875455,OLS,Raw,s_AMP,1,0.9921944324117301,0.0002068554044648334,0.9670106306169515,0.9052627264915449,3.0947630956097434e-22,30.75,3.9219296640660652,0.04851253351824073,0.04851253351824073,120.59127529163896,1.4916606838195667,1.4916606838195667,0.004282627353003717,0.002245060097424924,0.04602536194074365,0.1316907911048643,0.06903559799581642,1.4152798796778672
Horizontal_Copolar,1.0,27.14457565991201,0.6680850527520111,0.6680850527520111,-1556.0230861445073,38.2072550033153,38.2072550033153,-0.40707651200121,0.03209604834263362,0.03209604834263362,OLS,Raw,s_AMP,1,0.9415468470289131,0.0015482688509333821,0.8078425256947371,0.5497554710458715,6.689941103443746e-21,29.98,3.5185628427496294,0.08659922600599873,0.08659922600599873,105.48386032553789,2.5961794825235884,2.5961794825235884,0.06478823910159982,0.005108244747446576,0.10632903855129223,1.9423514082659628,0.15314517752844833,3.1877445757677414
Horizontal_Copolar,1.025,25.42432973039518,0.4740608120610724,0.4740608120610724,-1456.408915480219,27.09164278250451,27.09164278250451,0.04296369041651966,0.018158948991931205,0.018158948991931205,OLS,Raw,s_AMP,1,0.952301390476602,0.0009680531786604575,0.9606206579301853,0.9565271698622467,2.5843758035021926e-21,29.25,3.988317391694859,0.07436597155219381,0.07436597155219381,116.65048528198544,2.17505925884783,2.17505925884783,0.006837883703258996,0.002890086493419441,0.07544912156567768,0.20000809832032562,0.08453502993251866,2.206886805796072
Horizontal_Copolar,1.05,27.61962780541353,0.5218916310929864,0.5218916310929864,-1582.3542124093733,29.842898077510597,29.842898077510597,0.025737789634570796,0.02302323446831435,0.02302323446831435,OLS,Raw,s_AMP,1,0.9651708968486113,0.0007787342752791251,0.9704543385346005,0.9897354823026601,1.9096439943056488e-20,28.55,3.8348937574244824,0.07246292282542252,0.07246292282542252,109.49259292448964,2.068936928352164,2.068936928352164,0.004096296444601289,0.0036642615715959336,0.08306163284674069,0.1169492634933668,0.10461466786906391,2.3714096177744466
Horizontal_Copolar,1.075,25.428274964596397,0.3467353472058053,0.3467353472058053,-1457.7693930911717,19.825816489360175,19.825816489360175,-0.10124120040989769,0.015691305410898766,0.015691305410898766,OLS,Raw,s_AMP,1,0.9876904640363289,0.00020688353627947248,0.9233928401525376,0.7436107023680757,7.635514680983146e-20,27.89,4.379627300027909,0.05971980382552482,0.05971980382552482,122.13760310690887,1.6654462121052918,1.6654462121052918,0.01611303748979244,0.0024973488197091425,0.05518464445248851,0.44939261559031113,0.06965105858168799,1.5390997337799046
Horizontal_Copolar,1.1,23.2856989750655,0.25665327973316376,0.25665327973316376,-1333.9283498066834,14.67395996202126,14.67395996202126,0.0867893516172903,0.010754547414545788,0.010754547414545788,OLS,Raw,s_AMP,1,0.9936217843472814,0.00010086482393571531,0.9506742917310115,0.9429696194116872,3.319004225092174e-20,27.25,4.916597765640676,0.05419038281958529,0.05419038281958529,133.9962662871569,1.476897096858586,1.476897096858586,0.013812954317632332,0.001711639381741125,0.04084763813027997,0.3764030051554811,0.046642173152445655,1.1130981390501293
Horizontal_Copolar,1.125,25.293741791229454,0.3337293339050375,0.3337293339050375,-1449.3086640961355,19.081503945132077,19.081503945132077,0.24549781347891655,0.014083547125124316,0.014083547125124316,OLS,Raw,s_AMP,1,0.9796621278469961,0.0003358633882063175,0.9737505761995262,0.9429696194116872,6.864797319406465e-20,26.65,4.7929767314369265,0.06323923700997976,0.06323923700997976,127.72429115149174,1.685213004912569,1.685213004912569,0.0390721905334217,0.0022414661412311866,0.053114673145752384,1.0412738777156882,0.05973507266381112,1.4155060393343009
